Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_tiny,Overall,0.7804511189460754,0.7804511189460754,0.7804511189460754,0.7804511189460754
convnextv2_tiny,GLOTW,0.5996112823486328,0.722482442855835,0.5996112823486328,0.6553372144699097
convnextv2_tiny,CR,0.920045018196106,0.7744075655937195,0.920045018196106,0.84096759557724
convnextv2_tiny,IN,0.9214360117912292,0.8890562057495117,0.9214360117912292,0.904956579208374
convnextv2_tiny,KU,0.0181818176060915,0.10000000149011612,0.0181818176060915,0.03076923079788685
convnextv2_tiny,B,1.0,0.9444444179534912,1.0,0.9714285731315613
convnextv2_tiny,S,0.8970588445663452,0.75,0.8970588445663452,0.8169642686843872
convnextv2_tiny,M,0.29012346267700195,0.6911764740943909,0.29012346267700195,0.40869563817977905
convnextv2_tiny,Y,0.3173076808452606,0.302752286195755,0.3173076808452606,0.30985915660858154
convnextv2_tiny,F,0.7797619104385376,0.7678780555725098,0.7797619104385376,0.7737743854522705
convnextv2_tiny,E,0.22751322388648987,0.78899085521698,0.22751322388648987,0.35318276286125183
convnextv2_tiny,P,0.9543229937553406,0.7607282400131226,0.9543229937553406,0.8465991020202637
convnextv2_tiny,-,0.8071979284286499,0.7276940941810608,0.8071979284286499,0.7653869390487671


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  617,  187,   23,    0,    0,   52,   14,   28,   67,   12,    3,   26, 1029
   CR,   41,  817,    3,    3,    0,    2,    3,   11,    3,    1,    1,    3,  888
   IN,    8,    6, 1771,    4,    0,    0,    0,   14,    2,   18,   95,    4, 1922
   KU,    4,    7,   21,    1,    0,    0,    0,   10,    2,    3,    3,    4,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   12,    3,    0,    0,    3,  183,    0,    0,    3,    0,    0,    0,  204
    M,   79,   18,    4,    0,    0,    3,   47,    5,    6,    0,    0,    0,  162
    Y,   17,    9,   12,    1,    0,    0,    0,   33,   20,    0,    2,   10,  104
    F,   46,    2,    3,    1,    0,    2,    1,    2,  655,    1,   16,  111,  840
    E,   19,    0,  150,    0,    0,    0,    0,    4,   23,  172,  374,   14,  756
    P,    1,    1,    5,    0,    0,    0,    0,    0,    4,   10, 1755,   63, 1839
    -,   10,    5,    0,    0,    1,    2,    3,    2,   68,    1,   58,  628,  778
    +,  854, 1055, 1992,   10,   72,  244,   68,  109,  853,  218, 2307,  863, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 3572.59MB peak
training-time,5383.314690448344
validation-time,57.59771127067506


Epoch 1 loss,0.766150
Epoch 2 loss,0.648590
Epoch 3 loss,0.625779
Epoch 4 loss,0.606548
Epoch 5 loss,0.596971
Epoch 6 loss,0.590945
Epoch 7 loss,0.588261
Epoch 8 loss,0.578771
