Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.8016194105148315,0.8016194105148315,0.8016194105148315,0.8016194105148315
convnextv2_large,GLOTW,0.7191448211669922,0.6974552273750305,0.7191448211669922,0.7081339955329895
convnextv2_large,CR,0.934684693813324,0.805043637752533,0.934684693813324,0.8650338649749756
convnextv2_large,IN,0.9484911561012268,0.8479069471359253,0.9484911561012268,0.8953831195831299
convnextv2_large,KU,0.0,0.0,0.0,0.0
convnextv2_large,B,1.0,0.931506872177124,1.0,0.9645389914512634
convnextv2_large,S,0.8774510025978088,0.7920354008674622,0.8774510025978088,0.8325581550598145
convnextv2_large,M,0.0,0.0,0.0,0.0
convnextv2_large,Y,0.0,0.0,0.0,0.0
convnextv2_large,F,0.8309524059295654,0.8135198354721069,0.8309524059295654,0.8221436738967896
convnextv2_large,E,0.2261904776096344,0.6551724076271057,0.2261904776096344,0.3362831771373749
convnextv2_large,P,0.95704185962677,0.8297972679138184,0.95704185962677,0.8888888955116272
convnextv2_large,-,0.8496143817901611,0.7650462985038757,0.8496143817901611,0.8051156997680664


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  740,  149,   24,    0,    0,   42,    0,    0,   47,   10,    0,   17, 1029
   CR,   51,  830,    0,    0,    0,    2,    0,    0,    3,    0,    0,    2,  888
   IN,    8,    2, 1823,    0,    0,    0,    0,    0,    1,   63,   22,    3, 1922
   KU,    5,    8,   37,    0,    0,    0,    0,    0,    3,    0,    1,    1,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   14,    7,    0,    0,    4,  179,    0,    0,    0,    0,    0,    0,  204
    M,  137,   16,    2,    0,    0,    1,    0,    0,    5,    0,    0,    1,  162
    Y,   41,   14,   32,    0,    0,    0,    0,    0,   10,    1,    2,    4,  104
    F,   33,    4,    1,    0,    0,    0,    0,    0,  698,    1,   15,   88,  840
    E,   19,    0,  225,    0,    0,    0,    0,    0,   18,  171,  293,   30,  756
    P,    0,    0,    6,    0,    0,    0,    0,    0,    1,   15, 1760,   57, 1839
    -,   13,    1,    0,    0,    1,    2,    0,    0,   72,    0,   28,  661,  778
    +, 1061, 1031, 2150,    0,   73,  226,    0,    0,  858,  261, 2121,  864, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 8075.32MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,8895.217389062047
validation-time,72.87790069170296


Epoch 1 loss,1.607691
Epoch 2 loss,1.047099
Epoch 3 loss,0.937894
Epoch 4 loss,0.874998
Epoch 5 loss,0.821810
Epoch 6 loss,0.771157
Epoch 7 loss,0.745489
Epoch 8 loss,0.718779
