Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_tiny,Overall,0.8062463998794556,0.8062463998794556,0.8062463998794556,0.8062463998794556
convnextv2_tiny,GLOTW,0.6394557952880859,0.7384960651397705,0.6394557952880859,0.6854166388511658
convnextv2_tiny,CR,0.9369369149208069,0.7961722612380981,0.9369369149208069,0.8608380556106567
convnextv2_tiny,IN,0.9479708671569824,0.890518069267273,0.9479708671569824,0.9183467626571655
convnextv2_tiny,KU,0.072727270424366,0.3636363744735718,0.072727270424366,0.12121212482452393
convnextv2_tiny,B,1.0,0.9714285731315613,1.0,0.9855072498321533
convnextv2_tiny,S,0.906862735748291,0.7489878535270691,0.906862735748291,0.8203991055488586
convnextv2_tiny,M,0.3888888955116272,0.5478261113166809,0.3888888955116272,0.454873651266098
convnextv2_tiny,Y,0.17307692766189575,0.41860464215278625,0.17307692766189575,0.2448979616165161
convnextv2_tiny,F,0.773809552192688,0.8365508317947388,0.773809552192688,0.8039579391479492
convnextv2_tiny,E,0.29497355222702026,0.7797203063964844,0.29497355222702026,0.4280230402946472
convnextv2_tiny,P,0.9597607254981995,0.8074107766151428,0.9597607254981995,0.8770186305046082
convnextv2_tiny,-,0.8766067028045654,0.7349137663841248,0.8766067028045654,0.7995310425758362


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  658,  160,   18,    4,    0,   52,   46,    6,   40,   20,    1,   24, 1029
   CR,   35,  832,    5,    0,    0,    2,    0,    9,    3,    0,    0,    2,  888
   IN,   11,    5, 1822,    2,    0,    0,    0,    3,    3,   22,   51,    3, 1922
   KU,    9,    5,   25,    4,    0,    0,    0,    3,    1,    1,    3,    4,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   12,    2,    0,    0,    2,  185,    0,    0,    3,    0,    0,    0,  204
    M,   68,   16,    3,    0,    0,    5,   63,    1,    4,    1,    0,    1,  162
    Y,   26,   14,   19,    0,    0,    1,    1,   18,    5,    7,    1,   12,  104
    F,   39,    6,    2,    0,    0,    0,    2,    3,  650,    4,   10,  124,  840
    E,   18,    1,  146,    0,    0,    0,    1,    0,   31,  223,  318,   18,  756
    P,    1,    0,    6,    0,    0,    0,    0,    0,    1,    8, 1765,   58, 1839
    -,   14,    4,    0,    1,    0,    2,    2,    0,   36,    0,   37,  682,  778
    +,  891, 1045, 2046,   11,   70,  247,  115,   43,  777,  286, 2186,  928, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 3572.59MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,5426.790407862514
validation-time,40.114497020840645


Epoch 1 loss,0.900242
Epoch 2 loss,0.676654
Epoch 3 loss,0.633683
Epoch 4 loss,0.600730
Epoch 5 loss,0.576215
Epoch 6 loss,0.553637
Epoch 7 loss,0.533273
Epoch 8 loss,0.513316
