Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.8148062229156494,0.8148062229156494,0.8148062229156494,0.8148062229156494
convnextv2_large,GLOTW,0.6822157502174377,0.782608687877655,0.6822157502174377,0.7289719581604004
convnextv2_large,CR,0.9493243098258972,0.7998102307319641,0.9493243098258972,0.8681771159172058
convnextv2_large,IN,0.943288266658783,0.9006457924842834,0.943288266658783,0.9214739799499512
convnextv2_large,KU,0.09090909361839294,1.0,0.09090909361839294,0.1666666716337204
convnextv2_large,B,1.0,0.931506872177124,1.0,0.9645389914512634
convnextv2_large,S,0.9509803652763367,0.7348484992980957,0.9509803652763367,0.8290598392486572
convnextv2_large,M,0.35185185074806213,0.7124999761581421,0.35185185074806213,0.4710743725299835
convnextv2_large,Y,0.3365384638309479,0.42168673872947693,0.3365384638309479,0.3743315637111664
convnextv2_large,F,0.7952380776405334,0.8487929105758667,0.7952380776405334,0.8211432099342346
convnextv2_large,E,0.27248677611351013,0.8240000009536743,0.27248677611351013,0.4095427393913269
convnextv2_large,P,0.9586731791496277,0.8020927906036377,0.9586731791496277,0.8734208345413208
convnextv2_large,-,0.8868894577026367,0.7332624793052673,0.8868894577026367,0.8027923107147217


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  702,  152,   16,    0,    0,   57,   20,   15,   38,   11,    0,   18, 1029
   CR,   29,  843,    0,    0,    0,    6,    0,    4,    3,    0,    0,    3,  888
   IN,    5,    6, 1813,    0,    0,    1,    0,   12,    1,   15,   64,    5, 1922
   KU,    6,   10,   19,    5,    0,    0,    0,   11,    1,    0,    1,    2,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,    4,    3,    0,    0,    3,  194,    0,    0,    0,    0,    0,    0,  204
    M,   81,   16,    0,    0,    0,    2,   57,    3,    1,    0,    0,    2,  162
    Y,   21,   16,   15,    0,    0,    0,    0,   35,    5,    7,    0,    5,  104
    F,   22,    6,    1,    0,    0,    2,    1,    1,  668,    4,   13,  122,  840
    E,   17,    0,  144,    0,    0,    0,    0,    2,   23,  206,  331,   33,  756
    P,    1,    0,    5,    0,    0,    0,    0,    0,    2,    7, 1763,   61, 1839
    -,    9,    2,    0,    0,    2,    2,    2,    0,   45,    0,   26,  690,  778
    +,  897, 1054, 2013,    5,   73,  264,   80,   83,  787,  250, 2198,  941, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 8074.56MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,8905.317159606144
validation-time,73.72436423040926


Epoch 1 loss,1.292499
Epoch 2 loss,0.831304
Epoch 3 loss,0.739460
Epoch 4 loss,0.694214
Epoch 5 loss,0.663397
Epoch 6 loss,0.638824
Epoch 7 loss,0.618984
Epoch 8 loss,0.598934
