Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.8198959231376648,0.8198959231376648,0.8198959231376648,0.8198959231376648
convnextv2_large,GLOTW,0.7123420834541321,0.7381671667098999,0.7123420834541321,0.7250247001647949
convnextv2_large,CR,0.9020270109176636,0.8257731795310974,0.9020270109176636,0.8622174263000488
convnextv2_large,IN,0.947450578212738,0.8922097086906433,0.947450578212738,0.9190007448196411
convnextv2_large,KU,0.34545454382896423,0.42222222685813904,0.34545454382896423,0.3799999952316284
convnextv2_large,B,1.0,0.9714285731315613,1.0,0.9855072498321533
convnextv2_large,S,0.9166666865348816,0.806034505367279,0.9166666865348816,0.857798159122467
convnextv2_large,M,0.37037035822868347,0.6741573214530945,0.37037035822868347,0.4780876636505127
convnextv2_large,Y,0.3365384638309479,0.24137930572032928,0.3365384638309479,0.2811245024204254
convnextv2_large,F,0.7809523940086365,0.8421052694320679,0.7809523940086365,0.810376763343811
convnextv2_large,E,0.3888888955116272,0.8472622632980347,0.3888888955116272,0.5330915451049805
convnextv2_large,P,0.9494290351867676,0.8390197157859802,0.9494290351867676,0.890816330909729
convnextv2_large,-,0.8586118221282959,0.7831184267997742,0.8586118221282959,0.8191293478012085


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  733,  107,   14,    2,    0,   37,   18,   43,   47,    9,    2,   17, 1029
   CR,   69,  801,    1,    1,    0,    4,    3,    4,    1,    0,    0,    4,  888
   IN,    5,    5, 1821,   17,    0,    0,    0,   17,    0,   18,   37,    2, 1922
   KU,    3,    5,   17,   19,    0,    0,    0,    9,    1,    0,    0,    1,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   13,    2,    0,    0,    2,  187,    0,    0,    0,    0,    0,    0,  204
    M,   78,   15,    0,    0,    0,    2,   60,    2,    3,    1,    1,    0,  162
    Y,   26,   19,   10,    3,    0,    0,    2,   35,    4,    1,    1,    3,  104
    F,   31,   12,    1,    3,    0,    0,    1,   27,  656,    4,   14,   91,  840
    E,   18,    0,  167,    0,    0,    0,    0,    6,   18,  294,  248,    5,  756
    P,    0,    0,   10,    0,    0,    0,    0,    0,    2,   19, 1746,   62, 1839
    -,   17,    4,    0,    0,    0,    2,    5,    2,   47,    1,   32,  668,  778
    +,  993,  970, 2041,   45,   70,  232,   89,  145,  779,  347, 2081,  853, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 8095.03MB peak
training-time,8104.772777508944
validation-time,73.78777408972383


Epoch 1 loss,0.752561
Epoch 2 loss,0.549074
Epoch 3 loss,0.486781
Epoch 4 loss,0.446976
Epoch 5 loss,0.412308
Epoch 6 loss,0.391927
Epoch 7 loss,0.371127
Epoch 8 loss,0.354488
