Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_tiny,Overall,0.7715442180633545,0.7715442180633545,0.7715442180633545,0.7715442180633545
convnextv2_tiny,GLOTW,0.5529640316963196,0.6702002286911011,0.5529640316963196,0.6059637665748596
convnextv2_tiny,CR,0.9662162065505981,0.7295918464660645,0.9662162065505981,0.8313953280448914
convnextv2_tiny,IN,0.9323621392250061,0.8888888955116272,0.9323621392250061,0.9101066589355469
convnextv2_tiny,KU,0.0,0.0,0.0,0.0
convnextv2_tiny,B,0.9852941036224365,0.9710144996643066,0.9852941036224365,0.9781022071838379
convnextv2_tiny,S,0.8872548937797546,0.6882129311561584,0.8872548937797546,0.7751606106758118
convnextv2_tiny,M,0.0,0.0,0.0,0.0
convnextv2_tiny,Y,0.0,0.0,0.0,0.0
convnextv2_tiny,F,0.7404761910438538,0.764127790927887,0.7404761910438538,0.7521160840988159
convnextv2_tiny,E,0.2341269850730896,0.9030612111091614,0.2341269850730896,0.3718487322330475
convnextv2_tiny,P,0.9385535717010498,0.77642822265625,0.9385535717010498,0.8498276472091675
convnextv2_tiny,-,0.8714653253555298,0.6525505185127258,0.8714653253555298,0.746285080909729


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  569,  252,   23,    0,    0,   72,    0,    0,   77,    2,    3,   31, 1029
   CR,    9,  858,    6,    0,    0,    2,    0,    0,    8,    0,    0,    5,  888
   IN,   17,    8, 1792,    0,    0,    0,    0,    0,    3,   11,   86,    5, 1922
   KU,   10,    7,   21,    0,    0,    0,    0,    0,    4,    0,    5,    8,   55
    B,    0,    0,    0,    0,   67,    0,    0,    0,    0,    0,    0,    1,   68
    S,   10,   11,    0,    0,    2,  181,    0,    0,    0,    0,    0,    0,  204
    M,  118,   19,    6,    0,    0,    5,    0,    0,   13,    0,    0,    1,  162
    Y,   32,    7,   16,    0,    0,    0,    0,    0,   23,    4,    3,   19,  104
    F,   40,    7,    2,    0,    0,    1,    0,    0,  622,    1,   14,  153,  840
    E,   25,    0,  142,    0,    0,    0,    0,    0,   23,  177,  354,   35,  756
    P,    1,    0,    8,    0,    0,    0,    0,    0,    0,    1, 1726,  103, 1839
    -,   18,    7,    0,    0,    0,    2,    0,    0,   41,    0,   32,  678,  778
    +,  849, 1176, 2016,    0,   69,  263,    0,    0,  814,  196, 2223, 1039, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 3566.77MB peak
training-time,5405.066479168832
validation-time,54.617109471932054


Epoch 1 loss,1.064983
Epoch 2 loss,0.925562
Epoch 3 loss,0.907349
Epoch 4 loss,0.892907
Epoch 5 loss,0.887744
Epoch 6 loss,0.885070
Epoch 7 loss,0.874244
Epoch 8 loss,0.889282
