Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.7875072360038757,0.7875072360038757,0.7875072360038757,0.7875072360038757
convnextv2_large,GLOTW,0.6861029863357544,0.6666666865348816,0.6861029863357544,0.6762452125549316
convnextv2_large,CR,0.9448198080062866,0.7790157794952393,0.9448198080062866,0.8539440035820007
convnextv2_large,IN,0.9151924848556519,0.9099844694137573,0.9151924848556519,0.9125810861587524
convnextv2_large,KU,0.0,0.0,0.0,0.0
convnextv2_large,B,1.0,0.9855072498321533,1.0,0.9927007555961609
convnextv2_large,S,0.8480392098426819,0.9153439402580261,0.8480392098426819,0.8804070949554443
convnextv2_large,M,0.0,0.0,0.0,0.0
convnextv2_large,Y,0.0,0.0,0.0,0.0
convnextv2_large,F,0.8238095045089722,0.7926689386367798,0.8238095045089722,0.8079392910003662
convnextv2_large,E,0.2063492089509964,0.7609755992889404,0.2063492089509964,0.32466182112693787
convnextv2_large,P,0.9548667669296265,0.768153965473175,0.9548667669296265,0.8513939380645752
convnextv2_large,-,0.8470436930656433,0.6907756924629211,0.8470436930656433,0.7609699964523315


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  706,  185,   10,    0,    0,   14,    0,    0,   62,    7,    4,   41, 1029
   CR,   36,  839,    1,    0,    0,    2,    0,    0,    2,    0,    0,    8,  888
   IN,   40,    4, 1759,    0,    0,    0,    0,    0,    5,   28,   83,    3, 1922
   KU,   11,   15,   22,    0,    0,    0,    0,    0,    2,    0,    1,    4,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   26,    3,    0,    0,    1,  173,    0,    0,    0,    0,    0,    1,  204
    M,  127,   15,    1,    0,    0,    0,    0,    0,    3,    0,    0,   16,  162
    Y,   50,   11,    8,    0,    0,    0,    0,    0,   13,    8,    0,   14,  104
    F,   19,    3,    1,    0,    0,    0,    0,    0,  692,    0,   15,  110,  840
    E,   27,    0,  128,    0,    0,    0,    0,    0,   35,  156,  380,   30,  756
    P,    4,    0,    3,    0,    0,    0,    0,    0,    2,    6, 1756,   68, 1839
    -,   13,    2,    0,    0,    0,    0,    0,    0,   57,    0,   47,  659,  778
    +, 1059, 1077, 1933,    0,   69,  189,    0,    0,  873,  205, 2286,  954, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 8074.56MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,8056.900533972308
validation-time,74.74597965180874


Epoch 1 loss,1.021303
Epoch 2 loss,0.903688
Epoch 3 loss,0.886418
Epoch 4 loss,0.875435
Epoch 5 loss,0.874716
Epoch 6 loss,0.861183
Epoch 7 loss,0.867491
Epoch 8 loss,0.870377
