Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_tiny,Overall,0.7995373010635376,0.7995373010635376,0.7995373010635376,0.7995373010635376
convnextv2_tiny,GLOTW,0.6025267243385315,0.7701863646507263,0.6025267243385315,0.6761177778244019
convnextv2_tiny,CR,0.9335585832595825,0.7835538983345032,0.9335585832595825,0.8520041108131409
convnextv2_tiny,IN,0.943288266658783,0.8584280014038086,0.943288266658783,0.8988596796989441
convnextv2_tiny,KU,0.036363635212183,0.2222222238779068,0.036363635212183,0.0625
convnextv2_tiny,B,1.0,0.9714285731315613,1.0,0.9855072498321533
convnextv2_tiny,S,0.9166666865348816,0.7220077514648438,0.9166666865348816,0.8077753782272339
convnextv2_tiny,M,0.48148149251937866,0.6393442749977112,0.48148149251937866,0.5492957830429077
convnextv2_tiny,Y,0.17307692766189575,0.3272727131843567,0.17307692766189575,0.22641509771347046
convnextv2_tiny,F,0.7749999761581421,0.8230088353157043,0.7749999761581421,0.7982832789421082
convnextv2_tiny,E,0.2698412835597992,0.7669172883033752,0.2698412835597992,0.3992172181606293
convnextv2_tiny,P,0.9564980864524841,0.8277646899223328,0.9564980864524841,0.8874874114990234
convnextv2_tiny,-,0.877892017364502,0.7019526958465576,0.877892017364502,0.780125617980957


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  620,  165,   30,    1,    0,   62,   38,   19,   57,   10,    2,   25, 1029
   CR,   36,  829,    6,    0,    0,    3,    3,    2,    3,    0,    0,    6,  888
   IN,   13,    6, 1813,    5,    0,    0,    0,    8,    0,   34,   41,    2, 1922
   KU,    3,    4,   29,    2,    0,    0,    0,    6,    3,    2,    2,    4,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   12,    0,    0,    0,    2,  187,    0,    0,    3,    0,    0,    0,  204
    M,   56,   17,    3,    0,    0,    5,   78,    0,    2,    0,    0,    1,  162
    Y,   13,   22,   18,    0,    0,    0,    1,   18,    9,    4,    2,   17,  104
    F,   27,    9,    1,    0,    0,    0,    0,    2,  651,    0,   13,  137,  840
    E,   17,    1,  202,    1,    0,    0,    1,    0,   19,  204,  270,   41,  756
    P,    0,    1,    9,    0,    0,    0,    0,    0,    2,   11, 1759,   57, 1839
    -,    8,    4,    1,    0,    0,    2,    1,    0,   42,    1,   36,  683,  778
    +,  805, 1058, 2112,    9,   70,  259,  122,   55,  791,  266, 2125,  973, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 3596.64MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,4461.461611898616
validation-time,45.13591550849378


Epoch 1 loss,0.990627
Epoch 2 loss,0.729210
Epoch 3 loss,0.646861
Epoch 4 loss,0.595084
Epoch 5 loss,0.564007
Epoch 6 loss,0.538550
Epoch 7 loss,0.521067
Epoch 8 loss,0.506320
