Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.8251011967658997,0.8251011967658997,0.8251011967658997,0.8251011967658997
convnextv2_large,GLOTW,0.6890184879302979,0.7510592937469482,0.6890184879302979,0.718702495098114
convnextv2_large,CR,0.9256756901741028,0.816286027431488,0.9256756901741028,0.8675462007522583
convnextv2_large,IN,0.9620187282562256,0.8919440507888794,0.9620187282562256,0.9256570935249329
convnextv2_large,KU,0.27272728085517883,0.5,0.27272728085517883,0.3529411852359772
convnextv2_large,B,1.0,0.9714285731315613,1.0,0.9855072498321533
convnextv2_large,S,0.9215686321258545,0.7401574850082397,0.9215686321258545,0.8209607005119324
convnextv2_large,M,0.45679011940956116,0.6166666746139526,0.45679011940956116,0.5248227119445801
convnextv2_large,Y,0.39423078298568726,0.3980582654476166,0.39423078298568726,0.39613527059555054
convnextv2_large,F,0.7773809432983398,0.8626155853271484,0.7773809432983398,0.8177833557128906
convnextv2_large,E,0.39153438806533813,0.8554913401603699,0.39153438806533813,0.5372051000595093
convnextv2_large,P,0.9516041278839111,0.8437801599502563,0.9516041278839111,0.8944543600082397
convnextv2_large,-,0.8586118221282959,0.7704728841781616,0.8586118221282959,0.8121580481529236


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  709,  133,   14,    0,    0,   58,   40,   27,   28,   10,    2,    8, 1029
   CR,   48,  822,    0,    1,    0,    5,    0,    5,    5,    0,    0,    2,  888
   IN,    5,    3, 1849,   12,    0,    0,    2,    6,    0,    9,   36,    0, 1922
   KU,    6,    4,   22,   15,    0,    0,    0,    7,    0,    0,    1,    0,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   11,    2,    0,    0,    2,  188,    0,    0,    1,    0,    0,    0,  204
    M,   65,   15,    4,    0,    0,    1,   74,    0,    1,    1,    0,    1,  162
    Y,   30,   15,    9,    2,    0,    0,    1,   41,    3,    1,    0,    2,  104
    F,   32,    8,    1,    0,    0,    0,    1,   11,  653,    8,   15,  111,  840
    E,   20,    0,  168,    0,    0,    0,    0,    1,   17,  296,  238,   16,  756
    P,    1,    0,    6,    0,    0,    0,    1,    0,    1,   21, 1750,   59, 1839
    -,   17,    5,    0,    0,    0,    2,    1,    5,   48,    0,   32,  668,  778
    +,  944, 1007, 2073,   30,   70,  254,  120,  103,  757,  346, 2074,  867, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 8095.03MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,9113.897660797462
validation-time,73.02211928740144


Epoch 1 loss,0.975901
Epoch 2 loss,0.646441
Epoch 3 loss,0.579403
Epoch 4 loss,0.530507
Epoch 5 loss,0.494163
Epoch 6 loss,0.464254
Epoch 7 loss,0.437261
Epoch 8 loss,0.415844
