Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.7936379313468933,0.7936379313468933,0.7936379313468933,0.7936379313468933
convnextv2_large,GLOTW,0.7094266414642334,0.7066795825958252,0.7094266414642334,0.7080504298210144
convnextv2_large,CR,0.8423423171043396,0.852907657623291,0.8423423171043396,0.8475920557975769
convnextv2_large,IN,0.8907387852668762,0.9184549450874329,0.8907387852668762,0.9043845534324646
convnextv2_large,KU,0.1818181872367859,0.9090909361839294,0.1818181872367859,0.3030303120613098
convnextv2_large,B,1.0,0.9714285731315613,1.0,0.9855072498321533
convnextv2_large,S,0.9166666865348816,0.7540322542190552,0.9166666865348816,0.8274336457252502
convnextv2_large,M,0.34567901492118835,0.5137614607810974,0.34567901492118835,0.4132841229438782
convnextv2_large,Y,0.24038460850715637,0.3787878751754761,0.24038460850715637,0.29411765933036804
convnextv2_large,F,0.7559523582458496,0.8489304780960083,0.7559523582458496,0.7997481226921082
convnextv2_large,E,0.3399471044540405,0.8107255697250366,0.3399471044540405,0.4790307581424713
convnextv2_large,P,0.9564980864524841,0.7450233101844788,0.9564980864524841,0.8376190662384033
convnextv2_large,-,0.8663238883018494,0.7162593007087708,0.8663238883018494,0.7841768264770508


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  730,   83,   16,    0,    0,   54,   47,   17,   31,   12,    8,   31, 1029
   CR,  114,  748,    2,    0,    0,    4,    1,    6,    5,    0,    0,    8,  888
   IN,   13,    4, 1712,    1,    0,    0,    0,    8,    0,   24,  155,    5, 1922
   KU,    8,    4,   25,   10,    0,    0,    0,    2,    0,    1,    1,    4,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   13,    2,    0,    0,    2,  187,    0,    0,    0,    0,    0,    0,  204
    M,   74,   13,    5,    0,    0,    1,   56,    0,    6,    0,    0,    7,  162
    Y,   29,   14,    8,    0,    0,    0,    1,   25,    6,    5,    5,   11,  104
    F,   31,    7,    1,    0,    0,    0,    2,    5,  635,    8,   15,  136,  840
    E,    8,    0,   88,    0,    0,    0,    0,    1,   18,  257,  378,    6,  756
    P,    1,    1,    7,    0,    0,    0,    0,    0,    2,   10, 1759,   59, 1839
    -,   12,    1,    0,    0,    0,    2,    2,    2,   45,    0,   40,  674,  778
    +, 1033,  877, 1864,   11,   70,  248,  109,   66,  748,  317, 2361,  941, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 8073.80MB peak
training-time,8098.322685053572
validation-time,73.15241592004895


Epoch 1 loss,0.640689
Epoch 2 loss,0.497121
Epoch 3 loss,0.439475
Epoch 4 loss,0.399789
Epoch 5 loss,0.371260
Epoch 6 loss,0.351117
Epoch 7 loss,0.331444
Epoch 8 loss,0.317286
