Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.8142278790473938,0.8142278790473938,0.8142278790473938,0.8142278790473938
convnextv2_large,GLOTW,0.7414966225624084,0.7532082796096802,0.7414966225624084,0.7473065853118896
convnextv2_large,CR,0.9065315127372742,0.8385416865348816,0.9065315127372742,0.8712121248245239
convnextv2_large,IN,0.9464100003242493,0.8868844509124756,0.9464100003242493,0.9156808257102966
convnextv2_large,KU,0.2181818187236786,0.7058823704719543,0.2181818187236786,0.3333333432674408
convnextv2_large,B,1.0,0.9714285731315613,1.0,0.9855072498321533
convnextv2_large,S,0.9019607901573181,0.8070175647735596,0.9019607901573181,0.8518518805503845
convnextv2_large,M,0.4135802388191223,0.7790697813034058,0.4135802388191223,0.5403226017951965
convnextv2_large,Y,0.3173076808452606,0.7021276354789734,0.3173076808452606,0.4370861053466797
convnextv2_large,F,0.8011904954910278,0.8529784679412842,0.8011904954910278,0.8262737989425659
convnextv2_large,E,0.21296297013759613,0.8341968655586243,0.21296297013759613,0.33930453658103943
convnextv2_large,P,0.9684610962867737,0.7767117023468018,0.9684610962867737,0.8620522618293762
convnextv2_large,-,0.8650385737419128,0.7494432330131531,0.8650385737419128,0.8031026124954224


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  763,  120,   17,    0,    0,   37,   17,    6,   34,   11,    3,   21, 1029
   CR,   68,  805,    3,    0,    0,    4,    0,    1,    3,    0,    0,    4,  888
   IN,    9,    3, 1819,    4,    0,    0,    0,    5,    3,   13,   64,    2, 1922
   KU,    7,    5,   26,   12,    0,    0,    0,    1,    1,    0,    1,    2,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   16,    2,    0,    0,    2,  184,    0,    0,    0,    0,    0,    0,  204
    M,   70,   13,    4,    0,    0,    1,   67,    0,    5,    1,    1,    0,  162
    Y,   14,    5,   27,    1,    0,    0,    0,   33,    5,    4,    1,   14,  104
    F,   30,    5,    1,    0,    0,    0,    1,    0,  673,    1,   15,  114,  840
    E,   19,    0,  151,    0,    0,    0,    0,    1,   23,  161,  383,   18,  756
    P,    1,    0,    3,    0,    0,    0,    0,    0,    2,    2, 1781,   50, 1839
    -,   16,    2,    0,    0,    0,    2,    1,    0,   40,    0,   44,  673,  778
    +, 1013,  960, 2051,   17,   70,  228,   86,   47,  789,  193, 2293,  898, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 8073.80MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,8893.771511206403
validation-time,72.72590476833284


Epoch 1 loss,0.885074
Epoch 2 loss,0.635545
Epoch 3 loss,0.593020
Epoch 4 loss,0.567271
Epoch 5 loss,0.549806
Epoch 6 loss,0.532322
Epoch 7 loss,0.518312
Epoch 8 loss,0.506798
