Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.8018507957458496,0.8018507957458496,0.8018507957458496,0.8018507957458496
convnextv2_large,GLOTW,0.6997084617614746,0.7178464531898499,0.6997084617614746,0.7086614370346069
convnextv2_large,CR,0.9358108043670654,0.8195266127586365,0.9358108043670654,0.8738170266151428
convnextv2_large,IN,0.9302809834480286,0.9108507633209229,0.9302809834480286,0.9204633235931396
convnextv2_large,KU,0.27272728085517883,0.5769230723381042,0.27272728085517883,0.37037035822868347
convnextv2_large,B,1.0,0.9444444179534912,1.0,0.9714285731315613
convnextv2_large,S,0.906862735748291,0.7170542478561401,0.906862735748291,0.8008658289909363
convnextv2_large,M,0.29629629850387573,0.6575342416763306,0.29629629850387573,0.40851062536239624
convnextv2_large,Y,0.17307692766189575,0.30000001192092896,0.17307692766189575,0.2195121943950653
convnextv2_large,F,0.7916666865348816,0.8417721390724182,0.7916666865348816,0.8159509301185608
convnextv2_large,E,0.21296297013759613,0.7419354915618896,0.21296297013759613,0.3309352397918701
convnextv2_large,P,0.9641109108924866,0.764224112033844,0.9641109108924866,0.8526087999343872
convnextv2_large,-,0.8483290672302246,0.7773851752281189,0.8483290672302246,0.8113091588020325


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  720,  136,   11,    0,    0,   65,   24,    9,   39,   13,    3,    9, 1029
   CR,   51,  831,    0,    0,    0,    2,    0,    1,    2,    0,    0,    1,  888
   IN,   17,    2, 1788,    9,    0,    0,    0,   17,    1,   30,   56,    2, 1922
   KU,    5,    7,   18,   15,    0,    0,    0,    7,    1,    0,    0,    2,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   13,    3,    0,    0,    3,  185,    0,    0,    0,    0,    0,    0,  204
    M,   89,   16,    2,    0,    0,    3,   48,    0,    3,    0,    1,    0,  162
    Y,   41,   13,    8,    2,    0,    0,    0,   18,    7,    4,    3,    8,  104
    F,   31,    5,    1,    0,    0,    0,    0,    7,  665,    3,   18,  110,  840
    E,   19,    0,  131,    0,    0,    0,    0,    1,   23,  161,  417,    4,  756
    P,    0,    0,    4,    0,    0,    0,    0,    0,    3,    6, 1773,   53, 1839
    -,   17,    1,    0,    0,    1,    3,    1,    0,   46,    0,   49,  660,  778
    +, 1003, 1014, 1963,   26,   72,  258,   73,   60,  790,  217, 2320,  849, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 8075.32MB peak
training-time,8179.125103589147
validation-time,73.2452188115567


Epoch 1 loss,1.096680
Epoch 2 loss,0.762378
Epoch 3 loss,0.690566
Epoch 4 loss,0.648534
Epoch 5 loss,0.624447
Epoch 6 loss,0.604632
Epoch 7 loss,0.583971
Epoch 8 loss,0.573263
