Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.8104106187820435,0.8104106187820435,0.8104106187820435,0.8104106187820435
convnextv2_large,GLOTW,0.6841593980789185,0.7529411911964417,0.6841593980789185,0.7169042825698853
convnextv2_large,CR,0.917792797088623,0.8290945887565613,0.917792797088623,0.8711918592453003
convnextv2_large,IN,0.9380853176116943,0.8961232900619507,0.9380853176116943,0.9166243076324463
convnextv2_large,KU,0.2181818187236786,0.6000000238418579,0.2181818187236786,0.3199999928474426
convnextv2_large,B,1.0,0.9714285731315613,1.0,0.9855072498321533
convnextv2_large,S,0.9019607901573181,0.7272727489471436,0.9019607901573181,0.8052516579627991
convnextv2_large,M,0.40740740299224854,0.6534653306007385,0.40740740299224854,0.5019011497497559
convnextv2_large,Y,0.3365384638309479,0.6034482717514038,0.3365384638309479,0.43209877610206604
convnextv2_large,F,0.7654761672019958,0.880821943283081,0.7654761672019958,0.8191083073616028
convnextv2_large,E,0.28439152240753174,0.8498023748397827,0.28439152240753174,0.42616450786590576
convnextv2_large,P,0.9641109108924866,0.7738978862762451,0.9641109108924866,0.8585956692695618
convnextv2_large,-,0.8843187689781189,0.7326943278312683,0.8843187689781189,0.8013978004455566


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  704,  126,   16,    2,    0,   61,   33,   10,   32,   10,    4,   31, 1029
   CR,   58,  815,    2,    0,    0,    4,    0,    3,    3,    0,    0,    3,  888
   IN,    5,    6, 1803,    5,    0,    0,    0,    4,    0,   13,   83,    3, 1922
   KU,    6,    5,   25,   12,    0,    0,    0,    3,    1,    0,    1,    2,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   16,    2,    0,    0,    2,  184,    0,    0,    0,    0,    0,    0,  204
    M,   70,   14,    6,    0,    0,    2,   66,    0,    2,    0,    1,    1,  162
    Y,   18,    7,   22,    1,    0,    0,    0,   35,    3,    6,    3,    9,  104
    F,   30,    5,    1,    0,    0,    0,    1,    3,  643,    4,   19,  134,  840
    E,   17,    0,  134,    0,    0,    0,    0,    0,   14,  215,  364,   12,  756
    P,    1,    0,    3,    0,    0,    0,    0,    0,    1,    5, 1773,   56, 1839
    -,   10,    3,    0,    0,    0,    2,    1,    0,   31,    0,   43,  688,  778
    +,  935,  983, 2012,   20,   70,  253,  101,   58,  730,  253, 2291,  939, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 8083.01MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,8901.365443540737
validation-time,73.12287675775588


Epoch 1 loss,0.788299
Epoch 2 loss,0.587734
Epoch 3 loss,0.545538
Epoch 4 loss,0.513010
Epoch 5 loss,0.486198
Epoch 6 loss,0.462868
Epoch 7 loss,0.442641
Epoch 8 loss,0.422701
