Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.7769809365272522,0.7769809365272522,0.7769809365272522,0.7769809365272522
convnextv2_large,GLOTW,0.7453838586807251,0.7154850959777832,0.7453838586807251,0.7301285266876221
convnextv2_large,CR,0.8873873949050903,0.8537378311157227,0.8873873949050903,0.870237410068512
convnextv2_large,IN,0.8303850293159485,0.9188255667686462,0.8303850293159485,0.8723695278167725
convnextv2_large,KU,0.20000000298023224,0.40740740299224854,0.20000000298023224,0.26829269528388977
convnextv2_large,B,1.0,1.0,1.0,1.0
convnextv2_large,S,0.8872548937797546,0.8341013789176941,0.8872548937797546,0.8598574995994568
convnextv2_large,M,0.3395061790943146,0.5729166865348816,0.3395061790943146,0.42635658383369446
convnextv2_large,Y,0.36538460850715637,0.5066666603088379,0.36538460850715637,0.42458099126815796
convnextv2_large,F,0.7607142925262451,0.8245161175727844,0.7607142925262451,0.7913312911987305
convnextv2_large,E,0.22354497015476227,0.8802083134651184,0.22354497015476227,0.35654008388519287
convnextv2_large,P,0.9494290351867676,0.6964499354362488,0.9494290351867676,0.8034974932670593
convnextv2_large,-,0.8470436930656433,0.689330518245697,0.8470436930656433,0.7600922584533691


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  767,  105,   14,    0,    0,   30,   38,    8,   29,    5,   12,   21, 1029
   CR,   81,  788,    3,    2,    0,    2,    0,    6,    2,    0,    0,    4,  888
   IN,   15,    3, 1596,   13,    0,    0,    0,   14,    1,    6,  272,    2, 1922
   KU,    9,    5,   21,   11,    0,    0,    0,    4,    0,    0,    2,    3,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   20,    2,    0,    0,    0,  181,    0,    0,    1,    0,    0,    0,  204
    M,   86,   11,    4,    0,    0,    1,   55,    0,    1,    0,    0,    4,  162
    Y,   22,    4,   19,    1,    0,    0,    0,   38,    6,    0,    2,   12,  104
    F,   36,    4,    1,    0,    0,    0,    1,    2,  639,    5,   11,  141,  840
    E,   17,    0,   76,    0,    0,    0,    0,    2,   33,  169,  429,   30,  756
    P,    2,    0,    3,    0,    0,    0,    0,    0,    1,    7, 1746,   80, 1839
    -,   17,    1,    0,    0,    0,    3,    2,    1,   62,    0,   33,  659,  778
    +, 1072,  923, 1737,   27,   68,  217,   96,   75,  775,  192, 2507,  956, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 8083.01MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,8101.948470724747
validation-time,73.73497908003628


Epoch 1 loss,0.717083
Epoch 2 loss,0.581905
Epoch 3 loss,0.552998
Epoch 4 loss,0.534245
Epoch 5 loss,0.529270
Epoch 6 loss,0.521742
Epoch 7 loss,0.516867
Epoch 8 loss,0.514981
