Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_tiny,Overall,0.7784847021102905,0.7784847021102905,0.7784847021102905,0.7784847021102905
convnextv2_tiny,GLOTW,0.648202121257782,0.7210810780525208,0.648202121257782,0.6827021241188049
convnextv2_tiny,CR,0.8434684872627258,0.7993596792221069,0.8434684872627258,0.8208219408988953
convnextv2_tiny,IN,0.9271591901779175,0.8612856268882751,0.9271591901779175,0.8930092453956604
convnextv2_tiny,KU,0.036363635212183,1.0,0.036363635212183,0.07017543911933899
convnextv2_tiny,B,1.0,0.9444444179534912,1.0,0.9714285731315613
convnextv2_tiny,S,0.8725489974021912,0.8476190567016602,0.8725489974021912,0.8599033951759338
convnextv2_tiny,M,0.48148149251937866,0.5571428537368774,0.48148149251937866,0.5165562629699707
convnextv2_tiny,Y,0.028846153989434242,0.11538461595773697,0.028846153989434242,0.04615384712815285
convnextv2_tiny,F,0.7476190328598022,0.7494033575057983,0.7476190328598022,0.7485101222991943
convnextv2_tiny,E,0.2023809552192688,0.8742856979370117,0.2023809552192688,0.32867884635925293
convnextv2_tiny,P,0.9586731791496277,0.7780229449272156,0.9586731791496277,0.858952522277832
convnextv2_tiny,-,0.8470436930656433,0.6690355539321899,0.8470436930656433,0.7475893497467041


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  667,  135,   17,    0,    0,   30,   51,    5,   66,    2,    6,   50, 1029
   CR,   87,  749,    7,    0,    0,    2,    5,    9,   18,    0,    1,   10,  888
   IN,   11,    7, 1782,    0,    0,    0,    0,    2,   12,   14,   88,    6, 1922
   KU,    2,    5,   25,    2,    0,    0,    0,    2,    4,    0,    3,   12,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   13,    6,    0,    0,    4,  178,    0,    0,    3,    0,    0,    0,  204
    M,   58,   10,    6,    0,    0,    0,   78,    1,    9,    0,    0,    0,  162
    Y,   20,   14,   22,    0,    0,    0,    1,    3,   13,    0,    1,   30,  104
    F,   37,    4,    1,    0,    0,    0,    2,    4,  628,    2,   19,  143,  840
    E,   17,    3,  197,    0,    0,    0,    1,    0,   43,  153,  326,   16,  756
    P,    1,    0,   12,    0,    0,    0,    0,    0,    0,    4, 1763,   59, 1839
    -,   12,    4,    0,    0,    0,    0,    2,    0,   42,    0,   59,  659,  778
    +,  925,  937, 2069,    2,   72,  210,  140,   26,  838,  175, 2266,  985, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 3566.01MB peak
training-time,5427.642935715616
validation-time,46.699563601985574


Epoch 1 loss,0.750602
Epoch 2 loss,0.650824
Epoch 3 loss,0.627177
Epoch 4 loss,0.614647
Epoch 5 loss,0.600319
Epoch 6 loss,0.594982
Epoch 7 loss,0.588471
Epoch 8 loss,0.591467
