Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.7824175953865051,0.7824175953865051,0.7824175953865051,0.7824175953865051
convnextv2_large,GLOTW,0.6394557952880859,0.7418263554573059,0.6394557952880859,0.6868476271629333
convnextv2_large,CR,0.875,0.8187565803527832,0.875,0.8459444642066956
convnextv2_large,IN,0.878251850605011,0.8997867703437805,0.878251850605011,0.8888888955116272
convnextv2_large,KU,0.20000000298023224,0.37931033968925476,0.20000000298023224,0.261904776096344
convnextv2_large,B,1.0,0.9714285731315613,1.0,0.9855072498321533
convnextv2_large,S,0.9215686321258545,0.7286821603775024,0.9215686321258545,0.8138527870178223
convnextv2_large,M,0.4691357910633087,0.4749999940395355,0.4691357910633087,0.47204968333244324
convnextv2_large,Y,0.17307692766189575,0.2535211145877838,0.17307692766189575,0.20571428537368774
convnextv2_large,F,0.7535714507102966,0.8339921236038208,0.7535714507102966,0.7917448282241821
convnextv2_large,E,0.31878307461738586,0.7675158977508545,0.31878307461738586,0.4504672884941101
convnextv2_large,P,0.9499728083610535,0.7520447969436646,0.9499728083610535,0.8395002484321594
convnextv2_large,-,0.8470436930656433,0.6944151520729065,0.8470436930656433,0.7631731033325195


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  658,  122,   16,    4,    0,   57,   54,   17,   44,   12,    8,   37, 1029
   CR,   80,  777,    5,    0,    0,    5,    9,    7,    4,    0,    0,    1,  888
   IN,   12,    3, 1688,   12,    0,    0,    1,    8,    1,   35,  156,    6, 1922
   KU,    5,    6,   21,   11,    0,    0,    0,    4,    0,    0,    1,    7,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,    4,    2,    0,    0,    2,  188,    5,    0,    3,    0,    0,    0,  204
    M,   61,   12,    3,    0,    0,    3,   76,    0,    5,    0,    1,    1,  162
    Y,   13,   14,   12,    1,    0,    0,   10,   18,    6,    9,   10,   11,  104
    F,   31,    4,    2,    1,    0,    2,    3,   17,  633,    3,   19,  125,  840
    E,   14,    0,  116,    0,    0,    0,    0,    0,   14,  241,  331,   40,  756
    P,    1,    1,   12,    0,    0,    0,    0,    0,    3,   13, 1747,   62, 1839
    -,    8,    8,    1,    0,    0,    3,    2,    0,   46,    1,   50,  659,  778
    +,  887,  949, 1876,   29,   70,  258,  160,   71,  759,  314, 2323,  949, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 8083.01MB peak
training-time,8128.059119494632
validation-time,73.0918318014592


Epoch 1 loss,0.608284
Epoch 2 loss,0.440908
Epoch 3 loss,0.366090
Epoch 4 loss,0.318625
Epoch 5 loss,0.286592
Epoch 6 loss,0.261712
Epoch 7 loss,0.243126
Epoch 8 loss,0.230932
