Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.8166570067405701,0.8166570067405701,0.8166570067405701,0.8166570067405701
convnextv2_large,GLOTW,0.6987366080284119,0.7608465552330017,0.6987366080284119,0.7284700870513916
convnextv2_large,CR,0.9076576828956604,0.8493150472640991,0.9076576828956604,0.8775177001953125
convnextv2_large,IN,0.9562955498695374,0.8892114162445068,0.9562955498695374,0.9215342402458191
convnextv2_large,KU,0.036363635212183,0.3333333432674408,0.036363635212183,0.06557376682758331
convnextv2_large,B,1.0,0.9444444179534912,1.0,0.9714285731315613
convnextv2_large,S,0.9313725233078003,0.7279693484306335,0.9313725233078003,0.8172042965888977
convnextv2_large,M,0.4444444477558136,0.6153846383094788,0.4444444477558136,0.5161290168762207
convnextv2_large,Y,0.42307692766189575,0.44897958636283875,0.42307692766189575,0.4356435537338257
convnextv2_large,F,0.8011904954910278,0.8391520977020264,0.8011904954910278,0.8197320103645325
convnextv2_large,E,0.2976190447807312,0.8522727489471436,0.2976190447807312,0.44117647409439087
convnextv2_large,P,0.9477977156639099,0.8175421953201294,0.9477977156639099,0.8778645396232605
convnextv2_large,-,0.8740360140800476,0.729613721370697,0.8740360140800476,0.7953216433525085


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  719,  111,   21,    0,    0,   62,   35,   12,   37,    8,    3,   21, 1029
   CR,   59,  806,    1,    0,    0,    5,    2,    9,    4,    0,    0,    2,  888
   IN,   14,    2, 1838,    4,    0,    0,    0,   15,    0,    9,   37,    3, 1922
   KU,   10,    5,   22,    2,    0,    0,    0,   13,    0,    0,    1,    2,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,    9,    2,    0,    0,    3,  190,    0,    0,    0,    0,    0,    0,  204
    M,   67,   13,    0,    0,    0,    2,   72,    4,    2,    0,    0,    2,  162
    Y,   14,    5,   21,    0,    0,    0,    3,   44,    7,    2,    1,    7,  104
    F,   25,    4,    2,    0,    0,    0,    1,    0,  673,    2,   10,  123,  840
    E,   18,    0,  155,    0,    0,    0,    2,    1,   23,  225,  309,   23,  756
    P,    0,    0,    7,    0,    0,    0,    0,    0,    2,   18, 1743,   69, 1839
    -,   10,    1,    0,    0,    1,    2,    2,    0,   54,    0,   28,  680,  778
    +,  945,  949, 2067,    6,   72,  261,  117,   98,  802,  264, 2132,  932, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 8074.56MB peak
training-time,8095.57174510695
validation-time,73.73586043156683


Epoch 1 loss,0.857493
Epoch 2 loss,0.634034
Epoch 3 loss,0.585331
Epoch 4 loss,0.549939
Epoch 5 loss,0.523743
Epoch 6 loss,0.510506
Epoch 7 loss,0.491960
Epoch 8 loss,0.482538
