Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_tiny,Overall,0.762290358543396,0.762290358543396,0.762290358543396,0.762290358543396
convnextv2_tiny,GLOTW,0.6034985184669495,0.6082272529602051,0.6034985184669495,0.6058536767959595
convnextv2_tiny,CR,0.8761261105537415,0.7890466451644897,0.8761261105537415,0.8303095102310181
convnextv2_tiny,IN,0.9516128897666931,0.8324988484382629,0.9516128897666931,0.8880796432495117
convnextv2_tiny,KU,0.0,0.0,0.0,0.0
convnextv2_tiny,B,1.0,0.7157894968986511,1.0,0.8343558311462402
convnextv2_tiny,S,0.843137264251709,0.5,0.843137264251709,0.6277372241020203
convnextv2_tiny,M,0.0,0.0,0.0,0.0
convnextv2_tiny,Y,0.0,0.0,0.0,0.0
convnextv2_tiny,F,0.7392857074737549,0.7982004880905151,0.7392857074737549,0.7676143646240234
convnextv2_tiny,E,0.10449735820293427,0.585185170173645,0.10449735820293427,0.17732883989810944
convnextv2_tiny,P,0.9537792205810547,0.8112858533859253,0.9537792205810547,0.8767808079719543
convnextv2_tiny,-,0.8586118221282959,0.7206041216850281,0.8586118221282959,0.7835777401924133


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  621,  183,   20,    0,   11,  120,    0,    0,   56,    2,    1,   15, 1029
   CR,   98,  778,    3,    0,    0,    7,    0,    0,    0,    0,    0,    2,  888
   IN,    4,    2, 1829,    0,    1,    3,    0,    0,    1,   45,   31,    6, 1922
   KU,    4,    4,   30,    0,    0,    2,    0,    0,    8,    3,    3,    1,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   19,    7,    0,    0,    6,  172,    0,    0,    0,    0,    0,    0,  204
    M,  131,    8,    3,    0,    0,   12,    0,    0,    8,    0,    0,    0,  162
    Y,   41,    1,   17,    0,    5,   13,    0,    0,   12,    1,    2,   12,  104
    F,   79,    2,    1,    0,    0,    4,    0,    0,  621,    0,   16,  117,  840
    E,   12,    0,  286,    0,    2,    8,    0,    0,   19,   79,  314,   36,  756
    P,    0,    0,    8,    0,    1,    0,    0,    0,    1,    5, 1754,   70, 1839
    -,   12,    1,    0,    0,    1,    3,    0,    0,   52,    0,   41,  668,  778
    +, 1021,  986, 2197,    0,   95,  344,    0,    0,  778,  135, 2162,  927, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 3567.52MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,5427.869586221874
validation-time,49.905277758836746


Epoch 1 loss,1.647764
Epoch 2 loss,1.147321
Epoch 3 loss,1.032660
Epoch 4 loss,0.980558
Epoch 5 loss,0.937835
Epoch 6 loss,0.901873
Epoch 7 loss,0.871511
Epoch 8 loss,0.846118
