Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.8089068531990051,0.8089068531990051,0.8089068531990051,0.8089068531990051
convnextv2_large,GLOTW,0.6783284544944763,0.7595212459564209,0.6783284544944763,0.7166324257850647
convnextv2_large,CR,0.934684693813324,0.8299999833106995,0.934684693813324,0.8792372941970825
convnextv2_large,IN,0.922476589679718,0.9125064611434937,0.922476589679718,0.9174644351005554
convnextv2_large,KU,0.34545454382896423,0.3958333432674408,0.34545454382896423,0.3689320385456085
convnextv2_large,B,1.0,0.9714285731315613,1.0,0.9855072498321533
convnextv2_large,S,0.906862735748291,0.7198443412780762,0.906862735748291,0.8026030659675598
convnextv2_large,M,0.4938271641731262,0.6504064798355103,0.4938271641731262,0.5614035129547119
convnextv2_large,Y,0.24038460850715637,0.4237288236618042,0.24038460850715637,0.30674847960472107
convnextv2_large,F,0.8476190567016602,0.8155784606933594,0.8476190567016602,0.8312901258468628
convnextv2_large,E,0.27645501494407654,0.692052960395813,0.27645501494407654,0.39508506655693054
convnextv2_large,P,0.9461663961410522,0.7841370105743408,0.9461663961410522,0.8575652837753296
convnextv2_large,-,0.8406169414520264,0.786057710647583,0.8406169414520264,0.8124223351478577


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  698,  129,   12,    3,    0,   65,   38,   11,   45,   12,    2,   14, 1029
   CR,   44,  830,    1,    1,    0,    2,    0,    5,    3,    0,    0,    2,  888
   IN,   11,    6, 1773,   23,    0,    0,    0,   10,    4,   32,   59,    4, 1922
   KU,    7,    5,   17,   19,    0,    0,    0,    5,    0,    0,    0,    2,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   15,    2,    0,    0,    2,  185,    0,    0,    0,    0,    0,    0,  204
    M,   61,   15,    1,    0,    0,    2,   80,    0,    2,    0,    1,    0,  162
    Y,   27,    5,   17,    1,    0,    0,    0,   25,   11,   11,    2,    5,  104
    F,   21,    5,    1,    0,    0,    1,    2,    3,  712,    2,   15,   78,  840
    E,   19,    0,  116,    0,    0,    0,    2,    0,   26,  209,  367,   17,  756
    P,    0,    0,    5,    1,    0,    0,    0,    0,    1,   36, 1740,   56, 1839
    -,   16,    3,    0,    0,    0,    2,    1,    0,   69,    0,   33,  654,  778
    +,  919, 1000, 1943,   48,   70,  257,  123,   59,  873,  302, 2219,  832, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 8074.81MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,8881.20280396007
validation-time,73.15466419421136


Epoch 1 loss,0.944559
Epoch 2 loss,0.686334
Epoch 3 loss,0.621741
Epoch 4 loss,0.580683
Epoch 5 loss,0.561011
Epoch 6 loss,0.538312
Epoch 7 loss,0.526346
Epoch 8 loss,0.510058
