Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_tiny,Overall,0.8144592046737671,0.8144592046737671,0.8144592046737671,0.8144592046737671
convnextv2_tiny,GLOTW,0.6831875443458557,0.7510683536529541,0.6831875443458557,0.7155216336250305
convnextv2_tiny,CR,0.9211711883544922,0.813930332660675,0.9211711883544922,0.8642366528511047
convnextv2_tiny,IN,0.9386056065559387,0.8723404407501221,0.9386056065559387,0.9042606353759766
convnextv2_tiny,KU,0.09090909361839294,0.4545454680919647,0.09090909361839294,0.1515151560306549
convnextv2_tiny,B,1.0,0.9577465057373047,1.0,0.9784172773361206
convnextv2_tiny,S,0.9019607901573181,0.8034934401512146,0.9019607901573181,0.8498845100402832
convnextv2_tiny,M,0.37654322385787964,0.6288659572601318,0.37654322385787964,0.4710424840450287
convnextv2_tiny,Y,0.2211538404226303,0.4035087823867798,0.2211538404226303,0.2857142984867096
convnextv2_tiny,F,0.8083333373069763,0.8220338821411133,0.8083333373069763,0.8151260614395142
convnextv2_tiny,E,0.3492063581943512,0.822429895401001,0.3492063581943512,0.49025070667266846
convnextv2_tiny,P,0.9575856328010559,0.8179284930229187,0.9575856328010559,0.8822645545005798
convnextv2_tiny,-,0.862467885017395,0.7703788876533508,0.862467885017395,0.8138265609741211


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  703,  148,   23,    0,    0,   36,   32,    8,   54,    6,    2,   17, 1029
   CR,   48,  818,    5,    0,    0,    2,    1,    6,    6,    0,    0,    2,  888
   IN,    9,    4, 1804,    5,    0,    0,    0,    5,    2,   28,   63,    2, 1922
   KU,    3,    4,   26,    5,    0,    0,    0,    4,    3,    2,    3,    5,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   13,    4,    0,    0,    3,  184,    0,    0,    0,    0,    0,    0,  204
    M,   76,   10,    3,    0,    0,    4,   61,    3,    3,    0,    0,    2,  162
    Y,   28,   13,   13,    0,    0,    1,    1,   23,   10,    4,    2,    9,  104
    F,   28,    3,    2,    1,    0,    0,    1,    6,  679,    2,   18,  100,  840
    E,   17,    0,  184,    0,    0,    0,    0,    1,   27,  264,  255,    8,  756
    P,    0,    0,    7,    0,    0,    0,    0,    0,    1,   15, 1761,   55, 1839
    -,   11,    1,    1,    0,    0,    2,    1,    1,   41,    0,   49,  671,  778
    +,  936, 1005, 2068,   11,   71,  229,   97,   57,  826,  321, 2153,  871, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 3566.77MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,5413.0469670612365
validation-time,48.71224121004343


Epoch 1 loss,0.960481
Epoch 2 loss,0.727527
Epoch 3 loss,0.674235
Epoch 4 loss,0.636219
Epoch 5 loss,0.617149
Epoch 6 loss,0.598757
Epoch 7 loss,0.583607
Epoch 8 loss,0.578553
