Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.8139965534210205,0.8139965534210205,0.8139965534210205,0.8139965534210205
convnextv2_large,GLOTW,0.6754130125045776,0.8006912469863892,0.6754130125045776,0.7327358722686768
convnextv2_large,CR,0.9335585832595825,0.8323293328285217,0.9335585832595825,0.8800424337387085
convnextv2_large,IN,0.930801272392273,0.8860822319984436,0.930801272392273,0.9078913927078247
convnextv2_large,KU,0.2181818187236786,0.6666666865348816,0.2181818187236786,0.3287671208381653
convnextv2_large,B,1.0,0.9577465057373047,1.0,0.9784172773361206
convnextv2_large,S,0.906862735748291,0.8114035129547119,0.906862735748291,0.8564814925193787
convnextv2_large,M,0.5246913433074951,0.5555555820465088,0.5246913433074951,0.5396825671195984
convnextv2_large,Y,0.3173076808452606,0.2214765101671219,0.3173076808452606,0.260869562625885
convnextv2_large,F,0.7702381014823914,0.8316195607185364,0.7702381014823914,0.7997527718544006
convnextv2_large,E,0.380952388048172,0.8089887499809265,0.380952388048172,0.5179855823516846
convnextv2_large,P,0.952147901058197,0.8159366250038147,0.952147901058197,0.8787955045700073
convnextv2_large,-,0.8419023156166077,0.7589802742004395,0.8419023156166077,0.7982937097549438


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  695,  121,    9,    1,    0,   36,   48,   55,   39,   10,    3,   12, 1029
   CR,   32,  829,    0,    0,    0,    4,    1,   12,    6,    0,    0,    4,  888
   IN,    6,    3, 1789,    5,    0,    0,    0,   15,    1,   26,   75,    2, 1922
   KU,    4,    4,   23,   12,    0,    0,    0,    8,    0,    0,    1,    3,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   14,    2,    0,    0,    2,  185,    0,    0,    1,    0,    0,    0,  204
    M,   54,   16,    2,    0,    0,    0,   85,    3,    1,    0,    0,    1,  162
    Y,    9,   15,   14,    0,    0,    0,   15,   33,    4,    0,    7,    7,  104
    F,   29,    5,    1,    0,    0,    0,    0,   20,  647,    3,   16,  119,  840
    E,   15,    0,  177,    0,    0,    0,    0,    3,   25,  288,  242,    6,  756
    P,    0,    0,    4,    0,    0,    0,    0,    0,    1,   29, 1751,   54, 1839
    -,   10,    1,    0,    0,    1,    3,    4,    0,   53,    0,   51,  655,  778
    +,  868,  996, 2019,   18,   71,  228,  153,  149,  778,  356, 2146,  863, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 8087.01MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,8184.04455964081
validation-time,75.83781189844012


Epoch 1 loss,0.652742
Epoch 2 loss,0.489482
Epoch 3 loss,0.431355
Epoch 4 loss,0.391324
Epoch 5 loss,0.360435
Epoch 6 loss,0.341065
Epoch 7 loss,0.321566
Epoch 8 loss,0.306899
