Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.7927125692367554,0.7927125692367554,0.7927125692367554,0.7927125692367554
convnextv2_large,GLOTW,0.6880466341972351,0.7572192549705505,0.6880466341972351,0.7209776043891907
convnextv2_large,CR,0.8547297120094299,0.8556933403015137,0.8547297120094299,0.8552112579345703
convnextv2_large,IN,0.9177939891815186,0.8837675452232361,0.9177939891815186,0.9004594087600708
convnextv2_large,KU,0.145454540848732,0.47058823704719543,0.145454540848732,0.2222222238779068
convnextv2_large,B,1.0,0.9855072498321533,1.0,0.9927007555961609
convnextv2_large,S,0.9019607901573181,0.8105726838111877,0.9019607901573181,0.8538283109664917
convnextv2_large,M,0.43209877610206604,0.46666666865348816,0.43209877610206604,0.44871795177459717
convnextv2_large,Y,0.26923078298568726,0.24137930572032928,0.26923078298568726,0.2545454502105713
convnextv2_large,F,0.7869047522544861,0.8283208012580872,0.7869047522544861,0.8070818185806274
convnextv2_large,E,0.261904776096344,0.8918918967247009,0.261904776096344,0.4049079716205597
convnextv2_large,P,0.9505165815353394,0.7646543979644775,0.9505165815353394,0.8475151658058167
convnextv2_large,-,0.8444730043411255,0.6974522471427917,0.8444730043411255,0.7639535069465637


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  708,   99,   10,    0,    0,   35,   50,   34,   44,    4,    6,   39, 1029
   CR,   74,  759,    1,    2,    0,    2,   10,   17,    7,    0,    0,   16,  888
   IN,   12,    7, 1764,    3,    0,    0,    0,   12,    0,    9,  108,    7, 1922
   KU,    6,    5,   26,    8,    0,    0,    0,    4,    0,    1,    0,    5,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   12,    2,    0,    0,    1,  184,    0,    0,    3,    0,    0,    2,  204
    M,   66,   10,    2,    0,    0,    5,   70,    2,    3,    0,    0,    4,  162
    Y,    9,    3,   19,    1,    0,    0,   15,   28,    3,    2,    9,   15,  104
    F,   20,    2,    3,    3,    0,    1,    2,   18,  661,    2,   16,  112,  840
    E,   14,    0,  157,    0,    0,    0,    0,    0,   15,  198,  355,   17,  756
    P,    1,    0,   13,    0,    0,    0,    0,    0,    3,    6, 1748,   68, 1839
    -,   13,    0,    1,    0,    0,    0,    3,    1,   59,    0,   44,  657,  778
    +,  935,  887, 1996,   17,   69,  227,  150,  116,  798,  222, 2286,  942, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 8083.01MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,9127.476521015167
validation-time,74.21835783310235


Epoch 1 loss,0.608218
Epoch 2 loss,0.442589
Epoch 3 loss,0.369635
Epoch 4 loss,0.322060
Epoch 5 loss,0.287496
Epoch 6 loss,0.264531
Epoch 7 loss,0.245937
Epoch 8 loss,0.232960
