Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.79664546251297,0.79664546251297,0.79664546251297,0.79664546251297
convnextv2_large,GLOTW,0.7230320572853088,0.7052132487297058,0.7230320572853088,0.7140114903450012
convnextv2_large,CR,0.8795045018196106,0.8186582922935486,0.8795045018196106,0.8479912877082825
convnextv2_large,IN,0.9146721959114075,0.8781218528747559,0.9146721959114075,0.8960244655609131
convnextv2_large,KU,0.27272728085517883,0.4166666567325592,0.27272728085517883,0.32967033982276917
convnextv2_large,B,1.0,1.0,1.0,1.0
convnextv2_large,S,0.8676470518112183,0.8634146451950073,0.8676470518112183,0.8655256628990173
convnextv2_large,M,0.3333333432674408,0.6666666865348816,0.3333333432674408,0.4444444477558136
convnextv2_large,Y,0.3076923191547394,0.47058823704719543,0.3076923191547394,0.3720930218696594
convnextv2_large,F,0.811904788017273,0.8236715197563171,0.811904788017273,0.8177458047866821
convnextv2_large,E,0.28042328357696533,0.7822878360748291,0.28042328357696533,0.4128529727458954
convnextv2_large,P,0.9369222521781921,0.7856817245483398,0.9369222521781921,0.8546627163887024
convnextv2_large,-,0.8239074349403381,0.7251130938529968,0.8239074349403381,0.7713598012924194


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  744,  119,   11,    5,    0,   24,   22,   16,   43,   12,    4,   29, 1029
   CR,   84,  781,    2,    1,    0,    2,    2,    3,    7,    0,    0,    6,  888
   IN,   17,   13, 1758,   13,    0,    0,    0,    6,    0,   31,   78,    6, 1922
   KU,    8,    4,   20,   15,    0,    0,    0,    3,    0,    0,    1,    4,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   23,    4,    0,    0,    0,  177,    0,    0,    0,    0,    0,    0,  204
    M,   88,   10,    0,    0,    0,    0,   54,    0,    7,    0,    0,    3,  162
    Y,   20,    5,   28,    1,    0,    0,    0,   32,    7,    4,    2,    5,  104
    F,   33,    4,    1,    0,    0,    0,    0,    4,  682,    4,   16,   96,  840
    E,   21,    7,  146,    1,    0,    0,    0,    1,   19,  212,  324,   25,  756
    P,    0,    1,   35,    0,    0,    0,    1,    0,    2,    8, 1723,   69, 1839
    -,   17,    6,    1,    0,    0,    2,    2,    3,   61,    0,   45,  641,  778
    +, 1055,  954, 2002,   36,   68,  205,   81,   68,  828,  271, 2193,  884, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 8071.06MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,9163.655262524262
validation-time,73.85642524808645


Epoch 1 loss,0.648240
Epoch 2 loss,0.515718
Epoch 3 loss,0.482737
Epoch 4 loss,0.464172
Epoch 5 loss,0.453107
Epoch 6 loss,0.442984
Epoch 7 loss,0.434682
Epoch 8 loss,0.428719
