Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.7898207306861877,0.7898207306861877,0.7898207306861877,0.7898207306861877
convnextv2_large,GLOTW,0.6676384806632996,0.7060637474060059,0.6676384806632996,0.6863136887550354
convnextv2_large,CR,0.8209459185600281,0.8466898798942566,0.8209459185600281,0.833619236946106
convnextv2_large,IN,0.8881373405456543,0.9282218813896179,0.8881373405456543,0.9077373147010803
convnextv2_large,KU,0.2545454502105713,0.37837839126586914,0.2545454502105713,0.30434781312942505
convnextv2_large,B,1.0,0.9444444179534912,1.0,0.9714285731315613
convnextv2_large,S,0.9117646813392639,0.6992481350898743,0.9117646813392639,0.7914893627166748
convnextv2_large,M,0.395061731338501,0.5517241358757019,0.395061731338501,0.46043166518211365
convnextv2_large,Y,0.36538460850715637,0.27941176295280457,0.36538460850715637,0.3166666626930237
convnextv2_large,F,0.7773809432983398,0.8213836550712585,0.7773809432983398,0.7987767457962036
convnextv2_large,E,0.35449734330177307,0.8535031676292419,0.35449734330177307,0.5009346008300781
convnextv2_large,P,0.9537792205810547,0.754408597946167,0.9537792205810547,0.8424592018127441
convnextv2_large,-,0.8483290672302246,0.7244786024093628,0.8483290672302246,0.7815275192260742


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  687,  104,   10,    2,    1,   72,   39,   38,   47,    8,    3,   18, 1029
   CR,   99,  729,    3,    6,    0,    4,    4,   13,   21,    0,    0,    9,  888
   IN,   13,    3, 1707,   15,    0,    0,    0,   11,    0,   13,  153,    7, 1922
   KU,    7,    4,   16,   14,    0,    0,    0,    9,    1,    0,    2,    2,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,    8,    2,    0,    0,    2,  186,    4,    0,    2,    0,    0,    0,  204
    M,   78,    9,    1,    0,    0,    1,   64,    3,    5,    0,    0,    1,  162
    Y,   15,    7,   15,    0,    0,    0,    0,   38,    3,    8,    2,   16,  104
    F,   27,    2,    1,    0,    0,    0,    1,   22,  653,    3,   16,  115,  840
    E,   19,    0,   78,    0,    0,    0,    0,    2,   12,  268,  358,   19,  756
    P,    0,    0,    7,    0,    0,    0,    1,    0,    1,   12, 1754,   64, 1839
    -,   20,    1,    1,    0,    1,    3,    3,    0,   50,    2,   37,  660,  778
    +,  973,  861, 1839,   37,   72,  266,  116,  136,  795,  314, 2325,  911, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 8088.31MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,8156.863699233159
validation-time,75.48706961609423


Epoch 1 loss,0.600619
Epoch 2 loss,0.430701
Epoch 3 loss,0.353857
Epoch 4 loss,0.307850
Epoch 5 loss,0.273915
Epoch 6 loss,0.249453
Epoch 7 loss,0.234689
Epoch 8 loss,0.219872
