Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_tiny,Overall,0.8053209781646729,0.8053209781646729,0.8053209781646729,0.8053209781646729
convnextv2_tiny,GLOTW,0.6822157502174377,0.7252066135406494,0.6822157502174377,0.7030546069145203
convnextv2_tiny,CR,0.9358108043670654,0.7869318127632141,0.9358108043670654,0.854938268661499
convnextv2_tiny,IN,0.9422476291656494,0.8769975900650024,0.9422476291656494,0.9084524512290955
convnextv2_tiny,KU,0.145454540848732,0.29629629850387573,0.145454540848732,0.19512194395065308
convnextv2_tiny,B,1.0,0.9714285731315613,1.0,0.9855072498321533
convnextv2_tiny,S,0.8725489974021912,0.8640776872634888,0.8725489974021912,0.8682926893234253
convnextv2_tiny,M,0.2716049253940582,0.5365853905677795,0.2716049253940582,0.3606557250022888
convnextv2_tiny,Y,0.29807692766189575,0.46268656849861145,0.29807692766189575,0.3625730872154236
convnextv2_tiny,F,0.7749999761581421,0.8410852551460266,0.7749999761581421,0.8066914677619934
convnextv2_tiny,E,0.28306877613067627,0.8262548446655273,0.28306877613067627,0.4216748774051666
convnextv2_tiny,P,0.9559543132781982,0.8067920804023743,0.9559543132781982,0.8750622272491455
convnextv2_tiny,-,0.8560411334037781,0.7466367483139038,0.8560411334037781,0.7976047992706299


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  702,  162,   27,    0,    0,   24,   22,   14,   46,    5,    3,   24, 1029
   CR,   44,  831,    1,    0,    0,    2,    3,    2,    1,    0,    0,    4,  888
   IN,    9,    7, 1811,   14,    0,    0,    4,   10,    0,   15,   51,    1, 1922
   KU,   11,    4,   19,    8,    0,    0,    0,    1,    1,    7,    2,    2,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   10,    9,    0,    0,    2,  178,    1,    0,    0,    0,    0,    4,  204
    M,   97,   13,    1,    0,    0,    1,   44,    1,    3,    0,    1,    1,  162
    Y,   25,   12,   14,    2,    0,    0,    1,   31,    9,    1,    1,    8,  104
    F,   35,   12,    2,    2,    0,    0,    3,    8,  651,    3,   13,  111,  840
    E,   17,    2,  181,    1,    0,    0,    1,    0,   23,  214,  304,   13,  756
    P,    0,    0,    8,    0,    0,    0,    1,    0,    2,   12, 1758,   58, 1839
    -,   18,    4,    1,    0,    0,    1,    2,    0,   38,    2,   46,  666,  778
    +,  968, 1056, 2065,   27,   70,  206,   82,   67,  774,  259, 2179,  892, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 3582.96MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,4513.98286049813
validation-time,49.924259377643466


Epoch 1 loss,0.708462
Epoch 2 loss,0.542992
Epoch 3 loss,0.478457
Epoch 4 loss,0.433790
Epoch 5 loss,0.401549
Epoch 6 loss,0.375954
Epoch 7 loss,0.359333
Epoch 8 loss,0.343464
