Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.7957200407981873,0.7957200407981873,0.7957200407981873,0.7957200407981873
convnextv2_large,GLOTW,0.647230327129364,0.7780373692512512,0.647230327129364,0.7066313028335571
convnextv2_large,CR,0.9087837934494019,0.8126888275146484,0.9087837934494019,0.8580542206764221
convnextv2_large,IN,0.8886576294898987,0.9252437949180603,0.8886576294898987,0.9065817594528198
convnextv2_large,KU,0.16363635659217834,0.3913043439388275,0.16363635659217834,0.23076923191547394
convnextv2_large,B,1.0,0.9577465057373047,1.0,0.9784172773361206
convnextv2_large,S,0.9215686321258545,0.7401574850082397,0.9215686321258545,0.8209607005119324
convnextv2_large,M,0.5061728358268738,0.5256410241127014,0.5061728358268738,0.5157232880592346
convnextv2_large,Y,0.36538460850715637,0.4175824224948883,0.36538460850715637,0.3897435963153839
convnextv2_large,F,0.7333333492279053,0.8700565099716187,0.7333333492279053,0.7958656549453735
convnextv2_large,E,0.35052910447120667,0.7725947499275208,0.35052910447120667,0.48225659132003784
convnextv2_large,P,0.9461663961410522,0.7548806667327881,0.9461663961410522,0.8397683501243591
convnextv2_large,-,0.8894601464271545,0.6926926970481873,0.8894601464271545,0.7788407206535339


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  666,  139,    8,    1,    0,   57,   54,   23,   38,   12,    7,   24, 1029
   CR,   55,  807,    1,    2,    0,    2,    6,    4,    7,    0,    0,    4,  888
   IN,    9,    2, 1708,    8,    0,    0,    1,    8,    1,   20,  158,    7, 1922
   KU,    4,    6,   25,    9,    0,    0,    0,    4,    0,    1,    1,    5,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,    6,    3,    0,    0,    2,  188,    5,    0,    0,    0,    0,    0,  204
    M,   50,   18,    4,    0,    0,    4,   82,    0,    2,    0,    0,    2,  162
    Y,   13,   13,   11,    1,    0,    0,    1,   38,    2,   14,    3,    8,  104
    F,   26,    4,    1,    2,    0,    1,    4,   12,  616,    8,   12,  154,  840
    E,   12,    0,   85,    0,    0,    0,    1,    1,   11,  265,  349,   32,  756
    P,    1,    0,    3,    0,    0,    0,    0,    0,    2,   22, 1740,   71, 1839
    -,   14,    1,    0,    0,    1,    2,    2,    1,   29,    1,   35,  692,  778
    +,  856,  993, 1846,   23,   71,  254,  156,   91,  708,  343, 2305,  999, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 8079.83MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,9133.075534148142
validation-time,73.47231401130557


Epoch 1 loss,0.677866
Epoch 2 loss,0.521646
Epoch 3 loss,0.465927
Epoch 4 loss,0.435470
Epoch 5 loss,0.410614
Epoch 6 loss,0.387965
Epoch 7 loss,0.373238
Epoch 8 loss,0.361055
