Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_tiny,Overall,0.7780219912528992,0.7780219912528992,0.7780219912528992,0.7780219912528992
convnextv2_tiny,GLOTW,0.6520894169807434,0.7430786490440369,0.6520894169807434,0.694616973400116
convnextv2_tiny,CR,0.8941441178321838,0.8194014430046082,0.8941441178321838,0.8551427125930786
convnextv2_tiny,IN,0.8829344511032104,0.8856993913650513,0.8829344511032104,0.884314775466919
convnextv2_tiny,KU,0.12727272510528564,0.3499999940395355,0.12727272510528564,0.18666666746139526
convnextv2_tiny,B,1.0,0.9714285731315613,1.0,0.9855072498321533
convnextv2_tiny,S,0.8872548937797546,0.7541666626930237,0.8872548937797546,0.815315306186676
convnextv2_tiny,M,0.4135802388191223,0.46853145956993103,0.4135802388191223,0.43934425711631775
convnextv2_tiny,Y,0.36538460850715637,0.35185185074806213,0.36538460850715637,0.35849055647850037
convnextv2_tiny,F,0.6916666626930237,0.8444767594337463,0.6916666626930237,0.7604712247848511
convnextv2_tiny,E,0.2698412835597992,0.7555555701255798,0.2698412835597992,0.3976608216762543
convnextv2_tiny,P,0.9456226229667664,0.737802267074585,0.9456226229667664,0.8288846611976624
convnextv2_tiny,-,0.8727506399154663,0.7065556645393372,0.8727506399154663,0.7809085845947266


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  671,  134,   25,    3,    0,   48,   41,   25,   40,   17,    7,   18, 1029
   CR,   54,  794,    1,    0,    0,    3,   14,   13,    4,    0,    0,    5,  888
   IN,    3,    4, 1697,    5,    0,    0,    1,    4,    1,   35,  168,    4, 1922
   KU,    6,    7,   23,    7,    0,    0,    0,    4,    2,    1,    1,    4,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   12,    6,    0,    0,    2,  181,    0,    0,    3,    0,    0,    0,  204
    M,   67,   11,    6,    1,    0,    3,   67,    3,    3,    0,    0,    1,  162
    Y,    8,    3,   12,    1,    0,    0,    9,   38,    5,    0,    9,   19,  104
    F,   53,    6,    4,    1,    0,    1,    8,   19,  581,    2,   14,  151,  840
    E,   12,    0,  134,    0,    0,    0,    1,    0,   13,  204,  384,    8,  756
    P,    0,    0,   14,    0,    0,    0,    0,    1,    3,   10, 1739,   72, 1839
    -,   17,    4,    0,    2,    0,    4,    2,    1,   33,    1,   35,  679,  778
    +,  903,  969, 1916,   20,   70,  240,  143,  108,  688,  270, 2357,  961, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 3573.33MB peak
training-time,5597.341747252271
validation-time,60.78379750996828


Epoch 1 loss,0.670965
Epoch 2 loss,0.501804
Epoch 3 loss,0.419493
Epoch 4 loss,0.370131
Epoch 5 loss,0.334969
Epoch 6 loss,0.311625
Epoch 7 loss,0.288895
Epoch 8 loss,0.273634
