Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_tiny,Overall,0.7879699468612671,0.7879699468612671,0.7879699468612671,0.7879699468612671
convnextv2_tiny,GLOTW,0.6754130125045776,0.7157569527626038,0.6754130125045776,0.6949999928474426
convnextv2_tiny,CR,0.8795045018196106,0.8352941274642944,0.8795045018196106,0.8568294048309326
convnextv2_tiny,IN,0.8844953179359436,0.8891213536262512,0.8844953179359436,0.8868023157119751
convnextv2_tiny,KU,0.072727270424366,0.2857142984867096,0.072727270424366,0.11594203114509583
convnextv2_tiny,B,1.0,0.9577465057373047,1.0,0.9784172773361206
convnextv2_tiny,S,0.8872548937797546,0.8227272629737854,0.8872548937797546,0.8537735939025879
convnextv2_tiny,M,0.2530864179134369,0.42268040776252747,0.2530864179134369,0.31660231947898865
convnextv2_tiny,Y,0.29807692766189575,0.3333333432674408,0.29807692766189575,0.3147208094596863
convnextv2_tiny,F,0.7535714507102966,0.7617328763008118,0.7535714507102966,0.7576301693916321
convnextv2_tiny,E,0.33862432837486267,0.761904776096344,0.33862432837486267,0.46886447072029114
convnextv2_tiny,P,0.9532354474067688,0.7839892506599426,0.9532354474067688,0.8603680729866028
convnextv2_tiny,-,0.8598971962928772,0.7201291918754578,0.8598971962928772,0.7838312983512878


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  695,  115,   17,    0,    0,   34,   37,   23,   67,    8,    2,   31, 1029
   CR,   80,  781,    4,    0,    0,    2,    1,   13,    1,    0,    0,    6,  888
   IN,   12,    6, 1700,    7,    0,    0,    1,   12,    4,   38,  139,    3, 1922
   KU,    2,    6,   26,    4,    0,    0,    0,    2,    4,    3,    1,    7,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,    9,    5,    0,    0,    3,  181,    3,    0,    3,    0,    0,    0,  204
    M,   89,   12,    2,    0,    0,    2,   41,    7,    8,    1,    0,    0,  162
    Y,   13,    2,    9,    1,    0,    1,    0,   31,   15,    8,    4,   20,  104
    F,   43,    3,    3,    1,    0,    0,    8,    3,  633,    8,   13,  125,  840
    E,   13,    1,  143,    0,    0,    0,    0,    0,   48,  256,  288,    7,  756
    P,    1,    1,    7,    0,    0,    0,    1,    0,    2,   13, 1753,   61, 1839
    -,   14,    3,    1,    1,    0,    0,    5,    2,   46,    1,   36,  669,  778
    +,  971,  935, 1912,   14,   71,  220,   97,   93,  831,  336, 2236,  929, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 3567.54MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak
training-time,4498.171966090798
validation-time,49.84520494379103


Epoch 1 loss,0.706204
Epoch 2 loss,0.546598
Epoch 3 loss,0.478817
Epoch 4 loss,0.435541
Epoch 5 loss,0.402268
Epoch 6 loss,0.378648
Epoch 7 loss,0.360941
Epoch 8 loss,0.344213
