Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_tiny,Overall,0.7776749730110168,0.7776749730110168,0.7776749730110168,0.7776749730110168
convnextv2_tiny,GLOTW,0.6540330648422241,0.7159574627876282,0.6540330648422241,0.6835957169532776
convnextv2_tiny,CR,0.8761261105537415,0.8419913649559021,0.8761261105537415,0.8587196469306946
convnextv2_tiny,IN,0.8387096524238586,0.8985507488250732,0.8387096524238586,0.8675995469093323
convnextv2_tiny,KU,0.16363635659217834,0.3333333432674408,0.16363635659217834,0.2195121943950653
convnextv2_tiny,B,1.0,0.9855072498321533,1.0,0.9927007555961609
convnextv2_tiny,S,0.906862735748291,0.804347813129425,0.906862735748291,0.8525345325469971
convnextv2_tiny,M,0.4506172835826874,0.5069444179534912,0.4506172835826874,0.4771241843700409
convnextv2_tiny,Y,0.38461539149284363,0.3669724762439728,0.38461539149284363,0.3755868673324585
convnextv2_tiny,F,0.7488095164299011,0.8147668242454529,0.7488095164299011,0.7803969979286194
convnextv2_tiny,E,0.3253968358039856,0.6439790725708008,0.3253968358039856,0.4323374330997467
convnextv2_tiny,P,0.9461663961410522,0.7565217614173889,0.9461663961410522,0.8407828211784363
convnextv2_tiny,-,0.8611825108528137,0.7023060917854309,0.8611825108528137,0.7736720442771912


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  673,  111,   20,    0,    0,   39,   58,   35,   53,   14,    2,   24, 1029
   CR,   81,  778,    3,    0,    0,    5,    4,    9,    4,    1,    0,    3,  888
   IN,   12,    3, 1612,   17,    0,    0,    0,   13,    5,   81,  174,    5, 1922
   KU,   11,    3,   16,    9,    0,    0,    0,    3,    2,    7,    2,    2,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   13,    2,    0,    0,    1,  185,    0,    0,    2,    0,    0,    1,  204
    M,   67,   10,    3,    0,    0,    1,   73,    2,    4,    1,    0,    1,  162
    Y,   19,    4,   12,    0,    0,    0,    0,   40,    7,    5,    0,   17,  104
    F,   32,    3,    1,    0,    0,    0,    4,    5,  629,    8,    4,  154,  840
    E,   15,    7,  121,    0,    0,    0,    1,    0,   27,  246,  330,    9,  756
    P,    1,    1,    6,    0,    0,    0,    1,    0,    3,   19, 1740,   68, 1839
    -,   16,    2,    0,    1,    0,    0,    3,    2,   36,    0,   48,  670,  778
    +,  940,  924, 1794,   27,   69,  230,  144,  109,  772,  382, 2300,  954, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 3566.01MB peak
training-time,5614.158479951322
validation-time,58.82685360312462


Epoch 1 loss,0.733299
Epoch 2 loss,0.583561
Epoch 3 loss,0.525297
Epoch 4 loss,0.489311
Epoch 5 loss,0.460191
Epoch 6 loss,0.439650
Epoch 7 loss,0.424555
Epoch 8 loss,0.410901
