Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_tiny,Overall,0.8146905899047852,0.8146905899047852,0.8146905899047852,0.8146905899047852
convnextv2_tiny,GLOTW,0.6443148851394653,0.7809187173843384,0.6443148851394653,0.7060703039169312
convnextv2_tiny,CR,0.9425675868988037,0.8071359395980835,0.9425675868988037,0.8696103692054749
convnextv2_tiny,IN,0.9229968786239624,0.8941532373428345,0.9229968786239624,0.9083461165428162
convnextv2_tiny,KU,0.20000000298023224,0.34375,0.20000000298023224,0.25287356972694397
convnextv2_tiny,B,1.0,0.9577465057373047,1.0,0.9784172773361206
convnextv2_tiny,S,0.9215686321258545,0.7866109013557434,0.9215686321258545,0.8487584590911865
convnextv2_tiny,M,0.4753086566925049,0.5661764740943909,0.4753086566925049,0.5167785286903381
convnextv2_tiny,Y,0.29807692766189575,0.3563218414783478,0.29807692766189575,0.32460734248161316
convnextv2_tiny,F,0.8404762148857117,0.796839714050293,0.8404762148857117,0.818076491355896
convnextv2_tiny,E,0.3611111044883728,0.741847813129425,0.3611111044883728,0.48576512932777405
convnextv2_tiny,P,0.9592169523239136,0.8281689882278442,0.9592169523239136,0.8888888955116272
convnextv2_tiny,-,0.836760938167572,0.7881355881690979,0.836760938167572,0.8117206692695618


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  663,  150,   14,    4,    0,   42,   48,   18,   66,    8,    1,   15, 1029
   CR,   30,  837,    2,    0,    0,    2,    3,    9,    3,    0,    0,    2,  888
   IN,    9,    5, 1774,   12,    0,    0,    0,   12,    6,   57,   46,    1, 1922
   KU,    6,    4,   20,   11,    0,    0,    0,    5,    3,    3,    2,    1,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,    8,    2,    0,    0,    3,  188,    0,    0,    3,    0,    0,    0,  204
    M,   57,   13,    2,    0,    0,    3,   77,    2,    8,    0,    0,    0,  162
    Y,   21,   21,    7,    4,    0,    0,    0,   31,    6,    6,    2,    6,  104
    F,   22,    3,    1,    0,    0,    2,    4,    8,  706,    5,   10,   79,  840
    E,   16,    0,  157,    0,    0,    0,    1,    1,   27,  273,  259,   22,  756
    P,    1,    0,    7,    0,    0,    0,    0,    0,    2,   16, 1764,   49, 1839
    -,   16,    2,    0,    1,    0,    2,    3,    1,   56,    0,   46,  651,  778
    +,  849, 1037, 1984,   32,   71,  239,  136,   87,  886,  368, 2130,  826, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 3584.61MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak; GPU 3 (NVIDIA RTX A6000): 0.00MB peak
training-time,9684.068930268288
validation-time,92.84702582657337


Epoch 1 loss,1.076912
Epoch 2 loss,0.739922
Epoch 3 loss,0.676550
Epoch 4 loss,0.630914
Epoch 5 loss,0.598215
Epoch 6 loss,0.568460
Epoch 7 loss,0.544954
Epoch 8 loss,0.523505
