Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_tiny,Overall,0.7648351788520813,0.7648351788520813,0.7648351788520813,0.7648351788520813
convnextv2_tiny,GLOTW,0.499514102935791,0.5775281190872192,0.499514102935791,0.5356956720352173
convnextv2_tiny,CR,0.6745495200157166,0.6783692240715027,0.6745495200157166,0.6764540076255798
convnextv2_tiny,IN,0.9380853176116943,0.8903703689575195,0.9380853176116943,0.913605272769928
convnextv2_tiny,KU,0.1818181872367859,0.2702702581882477,0.1818181872367859,0.21739129722118378
convnextv2_tiny,B,1.0,0.9714285731315613,1.0,0.9855072498321533
convnextv2_tiny,S,0.9313725233078003,0.46568626165390015,0.9313725233078003,0.6209150552749634
convnextv2_tiny,M,0.29012346267700195,0.4895833432674408,0.29012346267700195,0.3643410801887512
convnextv2_tiny,Y,0.2884615361690521,0.3614457845687866,0.2884615361690521,0.32085561752319336
convnextv2_tiny,F,0.7928571701049805,0.8212083578109741,0.7928571701049805,0.8067837953567505
convnextv2_tiny,E,0.32671958208084106,0.8517241477966309,0.32671958208084106,0.47227534651756287
convnextv2_tiny,P,0.9526916742324829,0.8096118569374084,0.9526916742324829,0.8753435015678406
convnextv2_tiny,-,0.8817480802536011,0.772522509098053,0.8817480802536011,0.8235294222831726


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  514,  206,   21,    1,    0,  174,   35,   10,   46,    5,    1,   16, 1029
   CR,  181,  599,   18,    3,    0,   39,   11,   20,   14,    0,    0,    3,  888
   IN,    8,    6, 1803,   21,    0,    0,    0,    6,    5,   21,   50,    2, 1922
   KU,    6,   10,   20,   10,    0,    0,    0,    2,    2,    1,    2,    2,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   12,    0,    0,    0,    2,  190,    0,    0,    0,    0,    0,    0,  204
    M,   94,   13,    2,    0,    0,    1,   47,    3,    1,    0,    0,    1,  162
    Y,   16,   27,   10,    1,    0,    0,    1,   30,    5,    4,    1,    9,  104
    F,   30,   18,    1,    0,    0,    3,    1,    9,  666,    3,   10,   99,  840
    E,   16,    1,  142,    0,    0,    0,    0,    1,   25,  247,  321,    3,  756
    P,    1,    1,    8,    0,    0,    0,    0,    0,    1,    9, 1752,   67, 1839
    -,   12,    2,    0,    1,    0,    1,    1,    2,   46,    0,   27,  686,  778
    +,  890,  883, 2025,   37,   70,  408,   96,   83,  811,  290, 2164,  888, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 3583.61MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak; GPU 3 (NVIDIA RTX A6000): 0.00MB peak
training-time,6099.2831118460745
validation-time,44.58856269903481


Epoch 1 loss,1.120476
Epoch 2 loss,0.793726
Epoch 3 loss,0.727964
Epoch 4 loss,0.680742
Epoch 5 loss,0.645585
Epoch 6 loss,0.617495
Epoch 7 loss,0.589529
Epoch 8 loss,0.569284
