Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_tiny,Overall,0.8141121864318848,0.8141121864318848,0.8141121864318848,0.8141121864318848
convnextv2_tiny,GLOTW,0.6316812634468079,0.7888349294662476,0.6316812634468079,0.7015650272369385
convnextv2_tiny,CR,0.9436936974525452,0.8191593289375305,0.9436936974525452,0.8770277500152588
convnextv2_tiny,IN,0.9250780344009399,0.9080694317817688,0.9250780344009399,0.9164948463439941
convnextv2_tiny,KU,0.2181818187236786,0.34285715222358704,0.2181818187236786,0.2666666805744171
convnextv2_tiny,B,1.0,0.9714285731315613,1.0,0.9855072498321533
convnextv2_tiny,S,0.9313725233078003,0.7364341020584106,0.9313725233078003,0.822510838508606
convnextv2_tiny,M,0.5185185074806213,0.5185185074806213,0.5185185074806213,0.5185185074806213
convnextv2_tiny,Y,0.38461539149284363,0.449438214302063,0.38461539149284363,0.41450777649879456
convnextv2_tiny,F,0.8345237970352173,0.8085351586341858,0.8345237970352173,0.8213239312171936
convnextv2_tiny,E,0.33597883582115173,0.8037974834442139,0.33597883582115173,0.4738805890083313
convnextv2_tiny,P,0.95704185962677,0.8010923862457275,0.95704185962677,0.8721506595611572
convnextv2_tiny,-,0.852185070514679,0.783687949180603,0.852185070514679,0.8165024518966675


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  650,  140,   19,    0,    0,   57,   65,   13,   59,    8,    1,   17, 1029
   CR,   26,  838,    2,    0,    0,    3,    2,   11,    4,    0,    0,    2,  888
   IN,   10,    2, 1778,   20,    0,    0,    0,   10,    5,   32,   63,    2, 1922
   KU,    5,    5,   18,   12,    0,    0,    0,    5,    2,    3,    2,    3,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,    6,    4,    0,    0,    2,  190,    1,    0,    1,    0,    0,    0,  204
    M,   52,   12,    3,    0,    0,    5,   84,    1,    4,    0,    0,    1,  162
    Y,   22,   15,    9,    2,    0,    0,    0,   40,    6,    3,    1,    6,  104
    F,   23,    3,    1,    0,    0,    0,    6,    8,  701,    2,   12,   84,  840
    E,   18,    1,  122,    0,    0,    0,    0,    1,   28,  254,  320,   12,  756
    P,    0,    0,    6,    0,    0,    1,    0,    0,    2,   14, 1760,   56, 1839
    -,   12,    3,    0,    1,    0,    2,    4,    0,   55,    0,   38,  663,  778
    +,  824, 1023, 1958,   35,   70,  258,  162,   89,  867,  316, 2197,  846, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 3584.61MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak; GPU 3 (NVIDIA RTX A6000): 0.00MB peak
training-time,9637.570898342878
validation-time,139.32466122880578


Epoch 1 loss,1.080371
Epoch 2 loss,0.740687
Epoch 3 loss,0.678549
Epoch 4 loss,0.631443
Epoch 5 loss,0.596098
Epoch 6 loss,0.567648
Epoch 7 loss,0.543957
Epoch 8 loss,0.525509
