Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.8182764649391174,0.8182764649391174,0.8182764649391174,0.8182764649391174
convnextv2_large,GLOTW,0.671525776386261,0.7737962007522583,0.671525776386261,0.7190426588058472
convnextv2_large,CR,0.9290540814399719,0.8478931188583374,0.9290540814399719,0.8866201043128967
convnextv2_large,IN,0.9354838728904724,0.8945273756980896,0.9354838728904724,0.914547324180603
convnextv2_large,KU,0.1818181872367859,0.5555555820465088,0.1818181872367859,0.27397260069847107
convnextv2_large,B,1.0,0.9714285731315613,1.0,0.9855072498321533
convnextv2_large,S,0.9166666865348816,0.73046875,0.9166666865348816,0.813043475151062
convnextv2_large,M,0.5185185074806213,0.4970414340496063,0.5185185074806213,0.5075528621673584
convnextv2_large,Y,0.42307692766189575,0.6285714507102966,0.42307692766189575,0.5057471394538879
convnextv2_large,F,0.7952380776405334,0.8402515649795532,0.7952380776405334,0.8171253800392151
convnextv2_large,E,0.32804232835769653,0.8794326186180115,0.32804232835769653,0.4778420031070709
convnextv2_large,P,0.9548667669296265,0.8062442541122437,0.9548667669296265,0.8742842674255371
convnextv2_large,-,0.8933162093162537,0.7465091347694397,0.8933162093162537,0.8133411407470703


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  691,  117,   12,    1,    0,   61,   64,    7,   44,   10,    0,   22, 1029
   CR,   46,  825,    0,    0,    0,    4,    6,    3,    1,    0,    0,    3,  888
   IN,   12,    2, 1798,    7,    0,    0,    4,    8,    0,   11,   78,    2, 1922
   KU,    7,    5,   24,   10,    0,    0,    0,    6,    1,    0,    0,    2,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   10,    2,    0,    0,    2,  187,    2,    0,    1,    0,    0,    0,  204
    M,   57,   14,    4,    0,    0,    1,   84,    0,    1,    0,    1,    0,  162
    Y,   28,    3,   15,    0,    0,    0,    0,   44,    5,    0,    2,    7,  104
    F,   16,    5,    2,    0,    0,    1,    3,    0,  668,    4,   13,  128,  840
    E,   18,    0,  149,    0,    0,    0,    2,    2,   22,  248,  307,    8,  756
    P,    1,    0,    6,    0,    0,    0,    0,    0,    4,    8, 1756,   64, 1839
    -,    7,    0,    0,    0,    0,    2,    4,    0,   48,    1,   21,  695,  778
    +,  893,  973, 2010,   18,   70,  256,  169,   70,  795,  282, 2178,  931, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 8094.03MB peak; GPU 3 (NVIDIA RTX A6000): 0.00MB peak
training-time,7550.954863682389
validation-time,78.7643235847354


Epoch 1 loss,0.969435
Epoch 2 loss,0.644938
Epoch 3 loss,0.579269
Epoch 4 loss,0.534220
Epoch 5 loss,0.495580
Epoch 6 loss,0.466330
Epoch 7 loss,0.441265
Epoch 8 loss,0.420733
