Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.8082128167152405,0.8082128167152405,0.8082128167152405,0.8082128167152405
convnextv2_large,GLOTW,0.6870748400688171,0.7718340754508972,0.6870748400688171,0.7269923090934753
convnextv2_large,CR,0.9245495200157166,0.8144841194152832,0.9245495200157166,0.8660337328910828
convnextv2_large,IN,0.8881373405456543,0.9118589758872986,0.8881373405456543,0.899841845035553
convnextv2_large,KU,0.38181817531585693,0.45652174949645996,0.38181817531585693,0.41584157943725586
convnextv2_large,B,1.0,0.9714285731315613,1.0,0.9855072498321533
convnextv2_large,S,0.9215686321258545,0.7833333611488342,0.9215686321258545,0.8468468189239502
convnextv2_large,M,0.5308641791343689,0.646616518497467,0.5308641791343689,0.5830508470535278
convnextv2_large,Y,0.2788461446762085,0.4202898442745209,0.2788461446762085,0.3352601230144501
convnextv2_large,F,0.7988095283508301,0.8304455280303955,0.7988095283508301,0.8143203854560852
convnextv2_large,E,0.33465608954429626,0.8547297120094299,0.33465608954429626,0.48098859190940857
convnextv2_large,P,0.9564980864524841,0.7701401114463806,0.9564980864524841,0.853262186050415
convnextv2_large,-,0.8701799511909485,0.7497231364250183,0.8701799511909485,0.8054729104042053


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  707,  133,    9,    2,    0,   44,   40,   20,   41,    8,    4,   21, 1029
   CR,   48,  821,    0,    0,    0,    5,    2,    2,    7,    0,    0,    3,  888
   IN,   10,    5, 1707,   21,    0,    0,    0,   10,    4,   21,  142,    2, 1922
   KU,    7,    5,   16,   21,    0,    0,    0,    4,    1,    0,    1,    0,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   12,    2,    0,    0,    2,  188,    0,    0,    0,    0,    0,    0,  204
    M,   56,   15,    1,    0,    0,    1,   86,    1,    1,    0,    1,    0,  162
    Y,   30,   21,   10,    1,    0,    0,    1,   29,    4,    1,    1,    6,  104
    F,   20,    2,    1,    1,    0,    0,    3,    1,  671,    2,   14,  125,  840
    E,   17,    0,  124,    0,    0,    0,    0,    2,   24,  253,  330,    6,  756
    P,    0,    1,    4,    0,    0,    0,    0,    0,    1,   11, 1759,   63, 1839
    -,    9,    3,    0,    0,    0,    2,    1,    0,   54,    0,   32,  677,  778
    +,  916, 1008, 1872,   46,   70,  240,  133,   69,  808,  296, 2284,  903, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 0.00MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak; GPU 3 (NVIDIA RTX A6000): 8095.03MB peak
training-time,12787.05583455041
validation-time,73.40466465801


Epoch 1 loss,0.976702
Epoch 2 loss,0.647048
Epoch 3 loss,0.576315
Epoch 4 loss,0.527796
Epoch 5 loss,0.493735
Epoch 6 loss,0.462669
Epoch 7 loss,0.437906
Epoch 8 loss,0.416933
