Model_Name,Label,Accuracy,Precision,Recall,F1-Score
convnextv2_large,Overall,0.7762869000434875,0.7762869000434875,0.7762869000434875,0.7762869000434875
convnextv2_large,GLOTW,0.4907677471637726,0.6344221234321594,0.4907677471637726,0.5534246563911438
convnextv2_large,CR,0.7398648858070374,0.667682945728302,0.7398648858070374,0.7019230723381042
convnextv2_large,IN,0.9448491334915161,0.8798449635505676,0.9448491334915161,0.9111891388893127
convnextv2_large,KU,0.20000000298023224,0.3055555522441864,0.20000000298023224,0.24175824224948883
convnextv2_large,B,1.0,0.9444444179534912,1.0,0.9714285731315613
convnextv2_large,S,0.8774510025978088,0.5280236005783081,0.8774510025978088,0.6593002080917358
convnextv2_large,M,0.4135802388191223,0.45890411734580994,0.4135802388191223,0.4350649416446686
convnextv2_large,Y,0.29807692766189575,0.5849056839942932,0.29807692766189575,0.3949044644832611
convnextv2_large,F,0.8035714030265808,0.8416458964347839,0.8035714030265808,0.8221681118011475
convnextv2_large,E,0.3558201193809509,0.8677419424057007,0.3558201193809509,0.504690408706665
convnextv2_large,P,0.9543229937553406,0.819327712059021,0.9543229937553406,0.8816879987716675
convnextv2_large,-,0.8714653253555298,0.7524971961975098,0.8714653253555298,0.807623565196991


Confusion Matrix (cols = preds, rows = golds)
     ,GLOTW,   CR,   IN,   KU,    B,    S,    M,    Y,    F,    E,    P,    -,    +
GLOTW,  505,  245,   17,    1,    0,  132,   55,    7,   38,    9,    1,   19, 1029
   CR,  146,  657,   12,   13,    0,   23,   14,    6,   13,    0,    0,    4,  888
   IN,    8,    4, 1816,   10,    0,    0,    1,    4,    1,   12,   63,    3, 1922
   KU,    2,   10,   27,   11,    0,    0,    0,    2,    1,    0,    0,    2,   55
    B,    0,    0,    0,    0,   68,    0,    0,    0,    0,    0,    0,    0,   68
    S,   15,    6,    0,    0,    4,  179,    0,    0,    0,    0,    0,    0,  204
    M,   63,   23,    2,    0,    0,    3,   67,    1,    1,    0,    1,    1,  162
    Y,   15,   24,   18,    1,    0,    0,    5,   31,    3,    1,    0,    6,  104
    F,   21,    2,    1,    0,    0,    0,    1,    2,  675,    3,   15,  120,  840
    E,   11,   12,  164,    0,    0,    0,    0,    0,   19,  269,  274,    7,  756
    P,    0,    0,    7,    0,    0,    0,    0,    0,    1,   15, 1755,   61, 1839
    -,   10,    1,    0,    0,    0,    2,    3,    0,   50,    1,   33,  678,  778
    +,  796,  984, 2064,   36,   72,  339,  146,   53,  802,  310, 2142,  901, 8645


peak-vram-usage,GPU 0 (NVIDIA RTX A6000): 8094.03MB peak; GPU 1 (NVIDIA RTX A6000): 0.00MB peak; GPU 2 (NVIDIA RTX A6000): 0.00MB peak; GPU 3 (NVIDIA RTX A6000): 0.00MB peak
training-time,7560.680527755991
validation-time,77.6338578723371


Epoch 1 loss,1.029294
Epoch 2 loss,0.689883
Epoch 3 loss,0.615964
Epoch 4 loss,0.564445
Epoch 5 loss,0.520318
Epoch 6 loss,0.487332
Epoch 7 loss,0.461677
Epoch 8 loss,0.438897
